Chr,start,end,mid,sites,Pi,perc_RAD
V,14780001,14790000,14784661,8567,0.0007,WGS
V,14790001,14800000,14794841,8147,0.0006,WGS
V,14800001,14810000,14805235,7399,0.0005,WGS
V,14810001,14820000,14815026,8551,0.0008,WGS
V,14820001,14830000,14825091,9327,0.0012,WGS
V,14830001,14840000,14834977,9739,0.0009,WGS
V,14840001,14850000,14844738,9155,0.0016,WGS
V,14850001,14860000,14855195,9153,0.0015,WGS
V,14860001,14870000,14864997,9979,0.0013,WGS
V,14870001,14880000,14874219,8210,0.0011,WGS
V,14880001,14890000,14885398,603,0.0009,WGS
V,14890001,14900000,14895473,9014,0.0022,WGS
V,14900001,14910000,14905124,9087,0.001,WGS
V,14910001,14920000,14915189,8947,0.0009,WGS
V,14920001,14930000,14925009,9846,0.0005,WGS
V,14930001,14940000,14935037,8406,0.0007,WGS
V,14940001,14950000,14944925,9467,0.0009,WGS
V,14950001,14960000,14955024,8768,0.0008,WGS
V,14960001,14970000,14964998,9841,0.0009,WGS
V,14970001,14980000,14975024,9867,0.0007,WGS
V,14980001,14990000,14985185,9414,0.0008,WGS
V,14990001,15000000,14994980,9843,0.0006,WGS
V,15000001,15010000,15005000,9992,0.0006,WGS
V,15010001,15020000,15014973,9136,0.0009,WGS
V,15020001,15030000,15025059,9462,0.0011,WGS
V,15030001,15040000,15033930,5013,0.0011,WGS
V,15040001,15050000,15044893,9628,0.0006,WGS
V,15050001,15060000,15055023,9917,0.0009,WGS
V,15060001,15070000,15065071,8838,0.0007,WGS
V,15070001,15080000,15074834,8315,0.0009,WGS
V,15080001,15090000,15085232,9413,0.001,WGS
V,15090001,15100000,15094951,9535,0.001,WGS
V,15100001,15110000,15104747,8982,0.002,WGS
V,15110001,15120000,15115067,9260,0.0015,WGS
V,15120001,15130000,15125026,9479,0.0009,WGS
V,15130001,15140000,15134996,9960,0.0009,WGS
V,15140001,15150000,15145020,9663,0.0014,WGS
V,15150001,15160000,15154999,9881,0.0013,WGS
V,15160001,15170000,15164678,9067,0.0017,WGS
V,15170001,15180000,15174803,9426,0.0022,WGS
V,15180001,15190000,15185041,9858,0.0029,WGS
V,15190001,15200000,15194854,9638,0.0017,WGS
V,15200001,15210000,15204383,1866,0.003,WGS
V,15210001,15220000,15215479,7436,0.0038,WGS
V,15220001,15230000,15225029,9892,0.0042,WGS
V,15230001,15240000,15234977,9634,0.0062,WGS
V,15240001,15250000,15245042,8575,0.0045,WGS
V,15250001,15260000,15255174,9507,0.0055,WGS
V,15260001,15270000,15265105,9221,0.0054,WGS
V,15270001,15280000,15274729,9352,0.0086,WGS
V,15280001,15290000,15285178,6882,0.0239,WGS
V,15290001,15300000,15294723,6106,0.0174,WGS
V,15300001,15310000,15305440,5855,0.0249,WGS
V,15310001,15320000,15314910,9307,0.0163,WGS
V,15320001,15330000,15325310,9214,0.0093,WGS
V,15330001,15340000,15335132,9155,0.0056,WGS
V,15340001,15350000,15344998,9923,0.0026,WGS
V,15350001,15360000,15355044,9001,0.0083,WGS
V,15360001,15370000,15365021,9888,0.0028,WGS
V,15370001,15380000,15374953,9712,0.0031,WGS
V,15380001,15390000,15384809,8971,0.0069,WGS
V,15390001,15400000,15395446,8465,0.0034,WGS
V,15400001,15410000,15404792,9515,0.0016,WGS
V,15410001,15420000,15415205,9379,0.0017,WGS
V,15420001,15430000,15424757,8795,0.0027,WGS
V,15430001,15440000,15435304,9240,0.0031,WGS
V,15440001,15450000,15445009,9892,0.0015,WGS
V,15450001,15460000,15455219,9441,0.0039,WGS
V,15460001,15470000,15464612,9108,0.0011,WGS
V,15470001,15480000,15475696,8518,0.001,WGS
V,15480001,15490000,15484893,8167,0.0014,WGS
V,15490001,15500000,15495738,8468,0.0011,WGS
V,15500001,15510000,15505000,9999,0.0007,WGS
V,15510001,15520000,15515128,9601,0.0008,WGS
V,15520001,15530000,15524968,9728,0.0022,WGS
V,15530001,15540000,15534328,7977,0.0012,WGS
V,15540001,15550000,15545602,7873,0.0017,WGS
V,15550001,15560000,15553919,6440,0.0027,WGS
V,15560001,15570000,15565035,9323,0.0034,WGS
V,15570001,15580000,15574952,8089,0.0074,WGS
V,15580001,15590000,15584228,5355,0.0021,WGS
V,15590001,15600000,15594736,8459,0.0042,WGS
V,15600001,15610000,15604854,8875,0.0087,WGS
V,15610001,15620000,15615132,9606,0.0028,WGS
V,15620001,15630000,15625007,9923,0.002,WGS
V,15630001,15640000,15635095,9412,0.0016,WGS
V,15640001,15650000,15645120,8301,0.0016,WGS
V,15650001,15660000,15653966,4777,0.0019,WGS
V,15660001,15670000,15664751,6861,0.0123,WGS
V,15670001,15680000,15674971,8105,0.0116,WGS
V,15680001,15690000,15686545,5173,0.004,WGS
V,15690001,15700000,15695008,7801,0.0134,WGS
V,15700001,15710000,15704699,8399,0.0046,WGS
V,15710001,15720000,15714945,7828,0.0066,WGS
V,15720001,15730000,15724552,7289,0.0149,WGS
V,15730001,15740000,15733335,3675,0.0293,WGS
V,15740001,15750000,15743023,1462,0.0273,WGS
V,15750001,15760000,15756080,3948,0.03,WGS
V,15760001,15770000,15766179,5500,0.0085,WGS
V,15770001,15780000,15774790,9046,0.0062,WGS
V,15780001,15790000,15784983,9319,0.0069,WGS
V,15790001,15800000,15794953,9704,0.0099,WGS
V,15800001,15810000,15805158,9286,0.0051,WGS
V,15810001,15820000,15815019,9063,0.0025,WGS
V,15820001,15830000,15825003,9766,0.0019,WGS
V,15830001,15840000,15835033,4901,0.0184,WGS
V,15840001,15850000,15845048,9604,0.0033,WGS
V,15850001,15860000,15855014,9880,0.0039,WGS
V,15860001,15870000,15864869,8550,0.003,WGS
V,15870001,15880000,15874770,9193,0.0028,WGS
V,15880001,15890000,15885142,9181,0.0052,WGS
V,15890001,15900000,15895354,8666,0.0068,WGS
V,15900001,15910000,15902638,3082,0.0098,WGS
V,15910001,15920000,15915153,5610,0.0251,WGS
V,15920001,15930000,15924694,6824,0.0282,WGS
V,15930001,15940000,15934223,4949,0.0257,WGS
V,15940001,15950000,15945328,2168,0.0297,WGS
V,15950001,15960000,15956627,3441,0.0295,WGS
V,15960001,15970000,15965178,5527,0.0263,WGS
V,15970001,15980000,15974856,8023,0.0203,WGS
V,15980001,15990000,15985074,9399,0.0173,WGS
V,15990001,16000000,15995309,8931,0.0164,WGS
V,16000001,16010000,16005258,9324,0.0155,WGS
V,16010001,16020000,16015056,9827,0.0158,WGS
V,16020001,16030000,16025069,9423,0.0084,WGS
V,16030001,16040000,16034841,9291,0.0099,WGS
V,16040001,16050000,16045050,9800,0.008,WGS
V,16050001,16060000,16054491,8408,0.0092,WGS
V,16060001,16070000,16065043,8821,0.0099,WGS
V,16070001,16080000,16074951,9718,0.0077,WGS
V,16080001,16090000,16084946,9393,0.0019,WGS
V,16090001,16100000,16095028,9809,0.0052,WGS
V,16100001,16110000,16104231,8070,0.0021,WGS
V,16110001,16120000,16115015,9763,0.0037,WGS
V,16120001,16130000,16125097,9318,0.0031,WGS
V,16130001,16140000,16135255,8744,0.0116,WGS
V,16140001,16150000,16145005,9549,0.007,WGS
V,16150001,16160000,16154879,9703,0.0035,WGS
V,16160001,16170000,16165058,9694,0.0021,WGS
V,16170001,16180000,16174046,7385,0.0117,WGS
V,16180001,16190000,16183894,3622,0.0335,WGS
V,16190001,16200000,16194752,5306,0.024,WGS
V,16200001,16210000,16201383,1924,0.0239,WGS
V,16210001,16220000,16216171,5052,0.0211,WGS
V,16220001,16230000,16225944,4654,0.0245,WGS
V,16230001,16240000,16234970,6232,0.0261,WGS
V,16240001,16250000,16245036,8871,0.0091,WGS
V,16250001,16260000,16254779,8939,0.0067,WGS
V,16260001,16270000,16264805,7491,0.0099,WGS
V,16270001,16280000,16274893,8798,0.0108,WGS
V,16280001,16290000,16285087,8985,0.0072,WGS
V,16290001,16300000,16294781,8484,0.0067,WGS
V,16300001,16310000,16304804,9108,0.01,WGS
V,16310001,16320000,16315354,7038,0.0161,WGS
V,16320001,16330000,16324908,6201,0.0174,WGS
V,16330001,16340000,16336648,5649,0.0157,WGS
V,16340001,16350000,16344733,7860,0.0157,WGS
V,16350001,16360000,16354085,5123,0.0111,WGS
V,16360001,16370000,16366467,3485,0.0064,WGS
V,16370001,16380000,16374964,9631,0.0034,WGS
V,16380001,16390000,16385011,9921,0.0036,WGS
V,16390001,16400000,16394499,7663,0.006,WGS
V,16400001,16410000,16405362,7774,0.0057,WGS
V,16410001,16420000,16415003,9928,0.0056,WGS
V,16420001,16430000,16424993,9917,0.0032,WGS
V,16430001,16440000,16435067,9587,0.0028,WGS
V,16440001,16450000,16445130,8112,0.0035,WGS
V,16450001,16460000,16455063,9188,0.0045,WGS
V,16460001,16470000,16464163,7414,0.0163,WGS
V,16470001,16480000,16474731,3289,0.0246,WGS
V,16480001,16490000,16486215,3625,0.0289,WGS
V,16490001,16500000,16494061,4719,0.0254,WGS
V,16500001,16510000,16505193,8800,0.0034,WGS
V,16510001,16520000,16514864,9052,0.0061,WGS
V,16520001,16530000,16525069,7094,0.0027,WGS
V,16530001,16540000,16534494,8782,0.0018,WGS
V,16540001,16550000,16545858,2944,0.0028,WGS
V,16550001,16560000,16554652,6766,0.0032,WGS
V,16560001,16570000,16565288,6786,0.0029,WGS
V,16570001,16580000,16574767,8468,0.0066,WGS
V,16580001,16590000,16586644,4636,0.0171,WGS
V,16590001,16600000,16594563,7745,0.0105,WGS
V,16600001,16610000,16604926,8503,0.0143,WGS
V,16610001,16620000,16613745,5386,0.0164,WGS
V,16620001,16630000,16625155,7034,0.0174,WGS
V,16630001,16640000,16635398,8381,0.0077,WGS
V,16640001,16650000,16644722,8044,0.0082,WGS
V,16650001,16660000,16657489,1230,0.0042,WGS
V,16660001,16670000,16667842,3544,0.0097,WGS
V,16670001,16680000,16675480,8586,0.0066,WGS
V,16680001,16690000,16685076,8643,0.0027,WGS
V,16690001,16700000,16694745,8093,0.0067,WGS
V,16700001,16710000,16704657,8120,0.0091,WGS
V,16710001,16720000,16714857,7997,0.0029,WGS
V,16720001,16730000,16724555,7713,0.0021,WGS
V,16730001,16740000,16734986,9888,0.0101,WGS
V,16740001,16750000,16744215,6224,0.0111,WGS
V,16750001,16760000,16754061,6873,0.0074,WGS
V,16760001,16770000,16764272,7557,0.0069,WGS
V,16770001,16780000,16775016,9629,0.0089,WGS
V,16780001,16790000,16784424,8260,0.003,WGS
V,16790001,16800000,16794525,7012,0.002,WGS
V,16800001,16810000,16804852,4256,0.0014,WGS
V,16810001,16820000,16815545,8073,0.0033,WGS
V,16820001,16830000,16824977,8196,0.002,WGS
V,16830001,16840000,16834966,9318,0.0046,WGS
V,16840001,16850000,16845421,8309,0.0279,WGS
V,16850001,16860000,16854373,8427,0.0203,WGS
V,16860001,16870000,16865005,9871,0.007,WGS
V,16870001,16880000,16874618,8134,0.0033,WGS
V,16880001,16890000,16885767,6046,0.0207,WGS
V,16890001,16900000,16895014,9737,0.0114,WGS
V,16900001,16910000,16904563,7562,0.0127,WGS
V,16910001,16920000,16911638,840,0.0293,WGS
V,16920001,16930000,16923423,2342,0.0135,WGS
V,16930001,16940000,16935533,778,0.0179,WGS
V,16940001,16950000,16949149,303,0.0277,WGS
V,16950001,16960000,16954235,4098,0.0254,WGS
V,16960001,16970000,16967303,4785,0.0072,WGS
V,16970001,16980000,16975034,9820,0.0064,WGS
V,16980001,16990000,16986180,6559,0.0103,WGS
V,16990001,17000000,16994420,7136,0.0074,WGS
V,17000001,17010000,17005081,9508,0.009,WGS
V,17010001,17020000,17014922,9703,0.012,WGS
V,17020001,17030000,17024978,9275,0.0072,WGS
V,17030001,17040000,17033074,2404,0.0191,WGS
V,17040001,17050000,17046276,4563,0.0136,WGS
V,17050001,17060000,17056447,6000,0.0232,WGS
V,17060001,17070000,17064873,8975,0.0182,WGS
V,17070001,17080000,17074915,8286,0.0143,WGS
V,17080001,17090000,17085025,8834,0.0151,WGS
V,17090001,17100000,17094410,7352,0.0186,WGS
V,17100001,17110000,17105362,8820,0.0192,WGS
V,17110001,17120000,17114304,7655,0.0084,WGS
V,17120001,17130000,17126107,1620,0.0126,WGS
V,17130001,17140000,17137238,3450,0.0133,WGS
V,17140001,17150000,17145245,7336,0.0127,WGS
V,17150001,17160000,17154619,5898,0.0064,WGS
V,17160001,17170000,17164948,8428,0.0201,WGS
V,17170001,17180000,17175005,8521,0.0146,WGS
V,17180001,17190000,17185655,7017,0.0143,WGS
V,17190001,17200000,17196673,3412,0.0103,WGS
V,17200001,17210000,17204797,8706,0.0083,WGS
V,17210001,17220000,17214970,8104,0.0139,WGS
V,17220001,17230000,17225022,7826,0.0154,WGS
V,17230001,17240000,17233817,1615,0.0233,WGS
V,17240001,17250000,17243942,1910,0.0342,WGS
V,17250001,17260000,17255792,1528,0.0526,WGS
V,17260001,17270000,17264989,2931,0.0305,WGS
V,17270001,17280000,17274037,1458,0.0395,WGS
V,17280001,17290000,17285184,1359,0.0377,WGS
V,17290001,17300000,17297414,2675,0.0308,WGS
V,17300001,17310000,17304714,1908,0.0231,WGS
V,17310001,17320000,17317325,2441,0.0282,WGS
V,17320001,17330000,17325880,3053,0.0305,WGS
V,17330001,17340000,17336728,2107,0.0316,WGS
V,17340001,17350000,17347339,1267,0.0307,WGS
V,17350001,17360000,17350861,1100,0.0376,WGS
V,17360001,17370000,17367004,5519,0.009,WGS
V,17370001,17380000,17374285,7798,0.0066,WGS
V,17380001,17390000,17382809,2892,0.0126,WGS
V,17390001,17400000,17396380,3397,0.0131,WGS
V,17400001,17410000,17404803,6852,0.011,WGS
V,17410001,17420000,17414947,8699,0.0037,WGS
V,17420001,17430000,17425531,8370,0.0047,WGS
V,17430001,17440000,17433142,5805,0.0129,WGS
V,17440001,17450000,17444801,410,0.0321,WGS
V,17450001,17460000,17453400,202,0.0309,WGS
V,17460001,17470000,17465601,392,0.0319,WGS
V,17480001,17490000,17487352,1030,0.0243,WGS
V,17490001,17500000,17495924,3556,0.0321,WGS
V,17500001,17510000,17505201,7644,0.0133,WGS
V,17510001,17520000,17513261,4790,0.0065,WGS
V,17520001,17530000,17523874,7241,0.0086,WGS
V,17530001,17540000,17535515,8229,0.0135,WGS
V,17540001,17550000,17544986,9778,0.0116,WGS
V,17550001,17560000,17554959,9583,0.0116,WGS
V,17560001,17570000,17564865,9098,0.0067,WGS
V,17570001,17580000,17575026,9795,0.0077,WGS
V,17580001,17590000,17586260,6083,0.0134,WGS
V,17590001,17600000,17594785,8503,0.0113,WGS
V,17600001,17610000,17604887,7305,0.0099,WGS
V,17610001,17620000,17614611,7896,0.0098,WGS
V,17620001,17630000,17622528,4892,0.0068,WGS
V,17630001,17640000,17637893,3731,0.0061,WGS
V,17640001,17650000,17644889,1182,0.0059,WGS
V,17650001,17660000,17655453,3440,0.0079,WGS
V,17660001,17670000,17665078,8930,0.0136,WGS
V,17670001,17680000,17675343,8690,0.0103,WGS
V,17680001,17690000,17684778,8316,0.0072,WGS
V,17690001,17700000,17695099,9072,0.0026,WGS
V,17700001,17710000,17704463,6604,0.0056,WGS
V,17710001,17720000,17714329,6551,0.005,WGS
V,17720001,17730000,17725454,8025,0.0051,WGS
V,17730001,17740000,17735518,6669,0.0044,WGS
V,17740001,17750000,17745390,7068,0.0055,WGS
V,17750001,17760000,17755607,5559,0.0024,WGS
V,17760001,17770000,17765198,8690,0.0057,WGS
V,17770001,17780000,17774893,4889,0.0071,WGS
V,17780001,17790000,17784718,4788,0.0075,WGS
V,17790001,17800000,17794768,8304,0.004,WGS
V,17800001,17810000,17802878,3548,0.0201,WGS
V,17810001,17820000,17812287,1042,0.0354,WGS
V,17830001,17840000,17836540,4847,0.0139,WGS
V,17840001,17850000,17843434,4514,0.006,WGS
V,17850001,17860000,17855765,2327,0.0031,WGS
V,17860001,17870000,17866061,1258,0.0035,WGS
V,17870001,17880000,17874481,2016,0.0057,WGS
V,17880001,17890000,17885902,5139,0.0057,WGS
V,17890001,17900000,17895123,6544,0.0073,WGS
V,17900001,17910000,17905222,3634,0.0083,WGS
V,17910001,17920000,17914412,7308,0.0032,WGS
V,17920001,17930000,17925956,4355,0.0032,WGS
V,17930001,17940000,17934456,6007,0.0046,WGS
V,17940001,17950000,17944874,7224,0.002,WGS
V,17950001,17960000,17955010,4953,0.0026,WGS
V,17960001,17970000,17963246,3484,0.0062,WGS
V,17970001,17980000,17975467,2620,0.0069,WGS
V,17980001,17990000,17988230,2910,0.0049,WGS
V,17990001,18000000,17995740,5577,0.0081,WGS
V,18000001,18010000,18005060,9390,0.0049,WGS
V,18010001,18020000,18015273,9266,0.0041,WGS
V,18020001,18030000,18024472,5142,0.004,WGS
V,18030001,18040000,18034515,6014,0.0032,WGS
V,18040001,18050000,18044007,4229,0.0059,WGS
V,18060001,18070000,18067962,3555,0.0042,WGS
V,18070001,18080000,18075025,3330,0.0021,WGS
V,18080001,18090000,18084678,2640,0.0025,WGS
V,18090001,18100000,18095032,2359,0.0064,WGS
V,18100001,18110000,18104657,4575,0.0055,WGS
V,18110001,18120000,18115239,4671,0.0024,WGS
V,18120001,18130000,18124354,7383,0.0049,WGS
V,18130001,18140000,18135490,5904,0.0072,WGS
V,18140001,18150000,18144612,8797,0.0057,WGS
V,18150001,18160000,18156920,4194,0.0054,WGS
V,18160001,18170000,18163272,4856,0.0068,WGS
V,18170001,18180000,18178539,1690,0.0044,WGS
V,18180001,18190000,18184907,7204,0.0052,WGS
V,18190001,18200000,18192702,5241,0.0067,WGS
V,18230001,18240000,18236297,345,0.0345,WGS
V,18240001,18250000,18249081,919,0.0197,WGS
V,18250001,18260000,18255895,5771,0.0122,WGS
V,18260001,18270000,18264939,9830,0.0029,WGS
V,18270001,18280000,18274608,8295,0.0026,WGS
V,18280001,18290000,18281714,1276,0.0123,WGS
V,18290001,18300000,18295045,2007,0.006,WGS
V,18300001,18310000,18306432,3176,0.0037,WGS
V,18310001,18320000,18315540,5908,0.0063,WGS
V,18320001,18330000,18323961,5180,0.0066,WGS
V,18330001,18340000,18334011,6323,0.0036,WGS
V,18340001,18350000,18345942,4723,0.0034,WGS
V,18350001,18360000,18354808,6436,0.0048,WGS
V,18360001,18370000,18366145,6373,0.0029,WGS
V,18370001,18380000,18374008,4929,0.0023,WGS
V,18380001,18390000,18385475,5503,0.0059,WGS
V,18390001,18400000,18394346,7548,0.0037,WGS
V,18400001,18410000,18405313,8480,0.0051,WGS
V,18410001,18420000,18415035,7617,0.0056,WGS
V,18420001,18430000,18424361,5690,0.0036,WGS
V,18430001,18440000,18435236,9117,0.0053,WGS
V,18440001,18450000,18445306,7959,0.0052,WGS
V,18450001,18460000,18454335,8382,0.0045,WGS
V,18460001,18470000,18464947,6204,0.0031,WGS
V,18470001,18480000,18475700,7919,0.003,WGS
V,18480001,18490000,18484855,4949,0.0044,WGS
V,18490001,18500000,18495485,6821,0.0031,WGS
V,18500001,18510000,18505374,6375,0.0027,WGS
V,18510001,18520000,18514939,6708,0.0041,WGS
V,18520001,18530000,18525256,7691,0.0036,WGS
V,18530001,18540000,18536641,3567,0.0062,WGS
V,18540001,18550000,18543935,3412,0.0088,WGS
V,18550001,18560000,18555035,8400,0.0033,WGS
V,18560001,18570000,18564260,4957,0.0051,WGS
V,18570001,18580000,18574636,5420,0.0037,WGS
V,18580001,18590000,18585219,5047,0.0045,WGS
V,18590001,18600000,18595893,1704,0.0049,WGS
V,18600001,18610000,18605789,3773,0.0028,WGS
V,18610001,18620000,18615953,5597,0.0073,WGS
V,18620001,18630000,18624371,6759,0.0035,WGS
V,18630001,18640000,18635127,7654,0.0053,WGS
V,18640001,18650000,18644313,7258,0.0055,WGS
V,18650001,18660000,18655023,8765,0.0096,WGS
V,18660001,18670000,18663026,4853,0.0036,WGS
V,18670001,18680000,18674954,5738,0.0097,WGS
V,18680001,18690000,18686668,4390,0.0081,WGS
V,18690001,18700000,18696098,4534,0.006,WGS
V,18700001,18710000,18704570,6869,0.0031,WGS
V,18710001,18720000,18715160,3558,0.0024,WGS
V,18720001,18730000,18726029,5481,0.0068,WGS
V,18730001,18740000,18734126,7147,0.003,WGS
V,18740001,18750000,18745195,6686,0.0077,WGS
V,18750001,18760000,18751627,1039,0.0066,WGS
V,18760001,18770000,18769896,201,0.055,WGS
V,18770001,18780000,18774227,3965,0.0272,WGS
V,18780001,18790000,18785784,3267,0.0042,WGS
V,18790001,18800000,18794906,5840,0.0028,WGS
V,18800001,18810000,18804581,5972,0.0022,WGS
V,18810001,18820000,18815110,6776,0.0032,WGS
V,18820001,18830000,18824081,2047,0.0069,WGS
V,18830001,18840000,18835744,665,0.0234,WGS
V,18840001,18850000,18847039,2741,0.0088,WGS
V,18850001,18860000,18854485,6053,0.0047,WGS
V,18860001,18870000,18865170,4145,0.0066,WGS
V,18870001,18880000,18875234,5194,0.0039,WGS
V,18880001,18890000,18884423,3817,0.0103,WGS
V,18890001,18900000,18895400,5074,0.007,WGS
V,18900001,18910000,18905179,5390,0.0055,WGS
V,18910001,18920000,18913483,3553,0.0026,WGS
V,18920001,18930000,18925360,3591,0.0019,WGS
V,18930001,18940000,18935369,6042,0.0023,WGS
V,18940001,18950000,18945035,8320,0.0048,WGS
V,18950001,18960000,18955046,2655,0.0059,WGS
V,18960001,18970000,18964395,6639,0.0038,WGS
V,18970001,18980000,18974715,3190,0.0026,WGS
V,18980001,18990000,18986210,4017,0.0047,WGS
V,18990001,19000000,18995248,4124,0.0122,WGS
V,19000001,19010000,19006449,2547,0.0008,WGS
V,19010001,19020000,19014989,9340,0.0057,WGS
V,19020001,19030000,19024689,8173,0.0026,WGS
V,19030001,19040000,19034311,7998,0.0033,WGS
V,19040001,19050000,19045371,7799,0.0021,WGS
V,19050001,19060000,19054036,5858,0.0018,WGS
V,19060001,19070000,19066071,5067,0.0033,WGS
V,19070001,19080000,19074923,5954,0.0041,WGS
V,19080001,19090000,19084963,4630,0.0036,WGS
V,19090001,19100000,19095372,6541,0.0058,WGS
V,19100001,19110000,19107757,1147,0.0034,WGS
V,19110001,19120000,19114500,2295,0.0043,WGS
V,19120001,19130000,19125042,5150,0.0049,WGS
V,19130001,19140000,19136485,3356,0.0018,WGS
V,19140001,19150000,19145145,6464,0.0025,WGS
V,19150001,19160000,19155428,4988,0.002,WGS
V,19160001,19170000,19164848,3713,0.0032,WGS
V,19170001,19180000,19175291,2923,0.0045,WGS
V,19180001,19190000,19185301,4091,0.0018,WGS
V,19190001,19200000,19194770,2732,0.017,WGS
V,19200001,19210000,19204697,7932,0.0042,WGS
V,19210001,19220000,19215004,6590,0.003,WGS
V,19220001,19230000,19224985,9690,0.0041,WGS
V,19230001,19240000,19233215,6072,0.0046,WGS
V,19240001,19250000,19246766,3261,0.017,WGS
V,19250001,19260000,19255249,6851,0.009,WGS
V,19260001,19270000,19264452,5327,0.0016,WGS
V,19270001,19280000,19271928,377,0.0039,WGS
V,19280001,19290000,19286375,4402,0.0097,WGS
V,19290001,19300000,19295496,5768,0.0211,WGS
V,19300001,19310000,19304782,7638,0.0292,WGS
V,19310001,19320000,19312676,4200,0.0253,WGS
V,19320001,19330000,19329688,599,0.0029,WGS
V,19330001,19340000,19335541,4062,0.0174,WGS
V,19340001,19350000,19344143,5089,0.0262,WGS
V,19350001,19360000,19354293,1434,0.0179,WGS
V,19360001,19370000,19361650,1450,0.0192,WGS
V,19370001,19380000,19375223,2814,0.0338,WGS
V,19380001,19390000,19384505,2411,0.0283,WGS
V,19390001,19400000,19394744,2558,0.0327,WGS
V,19430001,19440000,19432293,297,0.035,WGS
V,19470001,19480000,19477289,989,0.0274,WGS
V,19480001,19490000,19485866,920,0.0231,WGS
V,19490001,19500000,19497355,3843,0.0078,WGS
V,19500001,19510000,19505000,6218,0.0086,WGS
V,19510001,19520000,19514947,9451,0.0077,WGS
V,19520001,19530000,19524619,5388,0.0045,WGS
V,19530001,19540000,19536351,3078,0.0062,WGS
V,19540001,19550000,19545645,5705,0.0036,WGS
V,19550001,19560000,19554236,7215,0.0071,WGS
V,19560001,19570000,19566279,4760,0.0032,WGS
V,19570001,19580000,19576019,3880,0.0026,WGS
V,19580001,19590000,19585489,4494,0.0023,WGS
V,19590001,19600000,19594956,6295,0.0021,WGS
V,19600001,19610000,19605114,6963,0.0073,WGS
V,19610001,19620000,19614922,6141,0.0025,WGS
V,19620001,19630000,19624361,7169,0.0017,WGS
V,19630001,19640000,19634123,2511,0.0027,WGS
V,19640001,19650000,19645775,2753,0.0023,WGS
V,19650001,19660000,19654640,6346,0.0026,WGS
V,19660001,19670000,19665121,5219,0.0055,WGS
V,19670001,19680000,19674314,4382,0.0058,WGS
V,19680001,19690000,19685367,3432,0.0022,WGS
V,19690001,19700000,19694817,4884,0.0021,WGS
V,19700001,19710000,19705976,5419,0.0017,WGS
V,19710001,19720000,19715700,6951,0.0049,WGS
V,19720001,19730000,19725879,5354,0.0032,WGS
V,19730001,19740000,19735166,7853,0.0043,WGS
V,19740001,19750000,19743724,4542,0.0055,WGS
V,19750001,19760000,19756130,6108,0.0092,WGS
V,19760001,19770000,19764803,4320,0.0062,WGS
V,19770001,19780000,19778627,2423,0.0035,WGS
V,19780001,19790000,19785006,9594,0.003,WGS
V,19790001,19800000,19794214,7376,0.0018,WGS
V,19800001,19810000,19804608,5987,0.0034,WGS
V,19810001,19820000,19814062,5832,0.0042,WGS
V,19820001,19830000,19825439,7111,0.0057,WGS
V,19830001,19840000,19832867,3248,0.0084,WGS
V,19840001,19850000,19844804,6397,0.0051,WGS
V,19850001,19860000,19855971,1978,0.0079,WGS
V,19860001,19870000,19866005,2878,0.0048,WGS
V,19870001,19880000,19875199,5152,0.0036,WGS
V,19880001,19890000,19884079,4517,0.0061,WGS
V,19890001,19900000,19895680,5500,0.0036,WGS
V,19900001,19910000,19902293,2667,0.0047,WGS
V,19910001,19920000,19916496,2074,0.0065,WGS
V,19920001,19930000,19925030,6523,0.0071,WGS
V,19930001,19940000,19935372,6827,0.0048,WGS
V,19940001,19950000,19944524,4102,0.0054,WGS
V,19950001,19960000,19955812,8138,0.0021,WGS
V,19960001,19970000,19963716,5966,0.0132,WGS
V,19970001,19980000,19975677,6612,0.0138,WGS
V,19980001,19990000,19984572,6125,0.0123,WGS
V,19990001,20000000,19995321,6688,0.0091,WGS
V,20000001,20010000,20004782,6097,0.0049,WGS
V,20010001,20020000,20015691,4197,0.0038,WGS
V,20020001,20030000,20025036,6311,0.0032,WGS
V,20030001,20040000,20034642,5738,0.0032,WGS
V,20040001,20050000,20044886,7589,0.0035,WGS
V,20050001,20060000,20054878,8052,0.004,WGS
V,20060001,20070000,20064795,5571,0.0044,WGS
V,20070001,20080000,20074698,3613,0.0105,WGS
V,20080001,20090000,20086464,3517,0.0111,WGS
V,20090001,20100000,20094916,5902,0.0049,WGS
V,20100001,20110000,20104848,3993,0.0026,WGS
V,20110001,20120000,20114986,4291,0.0026,WGS
V,20120001,20130000,20125073,5877,0.0021,WGS
V,20130001,20140000,20134689,3343,0.0086,WGS
V,20140001,20150000,20146261,5598,0.0067,WGS
V,20150001,20160000,20154970,8089,0.0108,WGS
V,20160001,20170000,20163157,3798,0.011,WGS
V,20170001,20180000,20174504,4759,0.0173,WGS
V,20180001,20190000,20184737,5701,0.0171,WGS
V,20190001,20200000,20195402,7229,0.0083,WGS
V,20200001,20210000,20203117,3967,0.0254,WGS
V,20210001,20220000,20217107,537,0.0138,WGS
V,20220001,20230000,20222210,480,0.0198,WGS
V,20230001,20240000,20234098,1293,0.0302,WGS
V,20240001,20250000,20245330,2829,0.0119,WGS
V,20250001,20260000,20256156,4225,0.0023,WGS
V,20260001,20270000,20265338,5863,0.0054,WGS
V,20270001,20280000,20275312,6343,0.004,WGS
V,20280001,20290000,20284425,4688,0.0051,WGS
