scaffold,start,end,mid,sites,pi_all,species,gen_region
III,5510001,5520000,5515711,347,0.0033,inopinata,intergenic
III,5520001,5530000,5526091,250,0.0065,inopinata,intergenic
III,5540001,5550000,5542530,206,0.0103,inopinata,intergenic
III,5810001,5820000,5812818,383,0.0216,inopinata,intergenic
III,5820001,5830000,5822914,406,0.0201,inopinata,intergenic
III,5830001,5840000,5835329,310,0.0119,inopinata,intergenic
III,6050001,6060000,6053315,165,0.0031,inopinata,intergenic
III,6060001,6070000,6065155,247,0.0194,inopinata,intergenic
III,6120001,6130000,6124121,181,0.005,inopinata,intergenic
III,6130001,6140000,6136491,376,0.0155,inopinata,intergenic
III,6230001,6240000,6237806,1107,0.0126,inopinata,intergenic
III,6240001,6250000,6241228,410,0.0109,inopinata,intergenic
III,6290001,6300000,6291280,224,0.0067,inopinata,intergenic
III,6350001,6360000,6354905,870,0.0083,inopinata,intergenic
III,6360001,6370000,6365388,689,0.0068,inopinata,intergenic
III,6370001,6380000,6372025,286,0.0065,inopinata,intergenic
III,6390001,6400000,6392161,292,0.0034,inopinata,intergenic
III,6410001,6420000,6416724,836,0.0112,inopinata,intergenic
III,6440001,6450000,6443279,1318,0.0057,inopinata,intergenic
III,6470001,6480000,6473835,249,0.0143,inopinata,intergenic
III,6570001,6580000,6577391,2092,0.0072,inopinata,intergenic
III,6580001,6590000,6584290,191,0.0348,inopinata,intergenic
III,6590001,6600000,6592380,245,0.0211,inopinata,intergenic
III,6600001,6610000,6601638,182,0.0188,inopinata,intergenic
III,6610001,6620000,6612639,178,0.0075,inopinata,intergenic
III,6630001,6640000,6632511,660,0.0076,inopinata,intergenic
III,6640001,6650000,6646025,250,0.0127,inopinata,intergenic
III,6650001,6660000,6651813,476,0.0056,inopinata,intergenic
III,6670001,6680000,6676639,686,0.0218,inopinata,intergenic
III,6680001,6690000,6682566,352,0.0219,inopinata,intergenic
III,6690001,6700000,6696554,568,0.0072,inopinata,intergenic
III,6760001,6770000,6764825,268,0.0096,inopinata,intergenic
III,6770001,6780000,6774855,550,0.0258,inopinata,intergenic
III,6820001,6830000,6828377,536,0.0038,inopinata,intergenic
III,6830001,6840000,6831918,265,0.0063,inopinata,intergenic
III,6840001,6850000,6844900,1256,0.0144,inopinata,intergenic
III,6880001,6890000,6885531,183,0.0301,inopinata,intergenic
III,6900001,6910000,6903260,654,0.0066,inopinata,intergenic
III,6920001,6930000,6924992,173,0.019,inopinata,intergenic
III,6950001,6960000,6952383,373,0.0178,inopinata,intergenic
III,6960001,6970000,6967900,268,0.0237,inopinata,intergenic
III,7050001,7060000,7056984,687,0.0074,inopinata,intergenic
III,7100001,7110000,7101682,657,0.0082,inopinata,intergenic
III,7130001,7140000,7138776,271,0.0189,inopinata,intergenic
III,7160001,7170000,7168223,174,0.0032,inopinata,intergenic
III,7180001,7190000,7188219,358,0.0125,inopinata,intergenic
III,7190001,7200000,7195415,839,0.0107,inopinata,intergenic
III,7200001,7210000,7208563,785,0.0093,inopinata,intergenic
III,7210001,7220000,7213275,754,0.0186,inopinata,intergenic
III,7220001,7230000,7226106,253,0.0127,inopinata,intergenic
III,7260001,7270000,7266316,887,0.0041,inopinata,intergenic
III,7310001,7320000,7319668,263,0.0047,inopinata,intergenic
III,7340001,7350000,7345039,557,0.0169,inopinata,intergenic
III,7370001,7380000,7371731,642,0.009,inopinata,intergenic
III,7380001,7390000,7384770,353,0.0081,inopinata,intergenic
III,7460001,7470000,7464495,233,0.0078,inopinata,intergenic
III,7480001,7490000,7488428,188,0.0053,inopinata,intergenic
III,7490001,7500000,7496589,321,0.0353,inopinata,intergenic
III,7530001,7540000,7535018,277,0.0116,inopinata,intergenic
III,7540001,7550000,7548503,632,0.0272,inopinata,intergenic
III,7550001,7560000,7550644,434,0.027,inopinata,intergenic
III,7590001,7600000,7594176,609,0.0195,inopinata,intergenic
III,7600001,7610000,7604871,248,0.0095,inopinata,intergenic
III,7690001,7700000,7694302,960,0.0193,inopinata,intergenic
III,7700001,7710000,7706687,270,0.0054,inopinata,intergenic
III,7710001,7720000,7719811,262,0.017,inopinata,intergenic
III,7740001,7750000,7744179,354,0.0035,inopinata,intergenic
III,7780001,7790000,7781600,165,0.0028,inopinata,intergenic
III,7850001,7860000,7859659,235,0.0241,inopinata,intergenic
III,7860001,7870000,7863474,266,0.0264,inopinata,intergenic
III,7920001,7930000,7920648,202,0.0087,inopinata,intergenic
III,7950001,7960000,7958643,759,0.0232,inopinata,intergenic
III,7980001,7990000,7982548,1058,0.0072,inopinata,intergenic
III,8010001,8020000,8011239,287,0.007,inopinata,intergenic
III,8020001,8030000,8026136,750,0.0036,inopinata,intergenic
III,8070001,8080000,8077444,1240,0.0038,inopinata,intergenic
III,8130001,8140000,8135948,421,0.037,inopinata,intergenic
III,8150001,8160000,8155105,271,0.0196,inopinata,intergenic
III,8170001,8180000,8173883,444,0.0205,inopinata,intergenic
III,8200001,8210000,8207800,528,0.007,inopinata,intergenic
III,8230001,8240000,8235674,549,0.0175,inopinata,intergenic
III,8250001,8260000,8254628,467,0.0367,inopinata,intergenic
III,8270001,8280000,8274750,334,0.0133,inopinata,intergenic
III,8290001,8300000,8291033,189,0.0197,inopinata,intergenic
III,8430001,8440000,8431510,216,0.0053,inopinata,intergenic
III,8470001,8480000,8473523,238,0.0299,inopinata,intergenic
III,8480001,8490000,8485857,387,0.0072,inopinata,intergenic
III,8490001,8500000,8490262,266,0.0112,inopinata,intergenic
III,8560001,8570000,8563376,536,0.0106,inopinata,intergenic
III,8570001,8580000,8573397,943,0.008,inopinata,intergenic
III,8590001,8600000,8593797,298,0.0138,inopinata,intergenic
III,8600001,8610000,8607222,443,0.0009,inopinata,intergenic
III,8610001,8620000,8615264,2581,0.0022,inopinata,intergenic
III,8620001,8630000,8624437,1211,0.0014,inopinata,intergenic
III,8630001,8640000,8637154,221,0.0041,inopinata,intergenic
III,8640001,8650000,8648938,940,0.0021,inopinata,intergenic
III,8660001,8670000,8664711,313,0.015,inopinata,intergenic
III,8670001,8680000,8674731,296,0.0085,inopinata,intergenic
III,8680001,8690000,8686602,340,0.0161,inopinata,intergenic
III,8710001,8720000,8718278,1255,0.0168,inopinata,intergenic
III,8720001,8730000,8720127,215,0.0284,inopinata,intergenic
III,8740001,8750000,8742948,223,0.007,inopinata,intergenic
III,8780001,8790000,8784032,273,0.0031,inopinata,intergenic
III,8830001,8840000,8834025,282,0.0086,inopinata,intergenic
III,8860001,8870000,8867916,793,0.0036,inopinata,intergenic
III,8870001,8880000,8872120,862,0.0034,inopinata,intergenic
III,8890001,8900000,8893798,217,0.0056,inopinata,intergenic
III,8900001,8910000,8904534,163,0.0008,inopinata,intergenic
III,8960001,8970000,8966285,1235,0.0195,inopinata,intergenic
III,8970001,8980000,8972445,672,0.0207,inopinata,intergenic
III,9010001,9020000,9013266,177,0.0042,inopinata,intergenic
III,9030001,9040000,9037143,498,0.0092,inopinata,intergenic
III,9070001,9080000,9075775,167,0.0142,inopinata,intergenic
III,9080001,9090000,9081558,296,0.003,inopinata,intergenic
III,9100001,9110000,9106650,1388,0.0068,inopinata,intergenic
III,9130001,9140000,9135910,267,0.0105,inopinata,intergenic
III,9200001,9210000,9206310,362,0.0131,inopinata,intergenic
III,9230001,9240000,9232452,317,0.0122,inopinata,intergenic
III,9240001,9250000,9247366,175,0.0006,inopinata,intergenic
III,9300001,9310000,9300902,240,0.0024,inopinata,intergenic
III,9320001,9330000,9322123,190,0.0221,inopinata,intergenic
III,9690001,9700000,9695670,554,0.0325,inopinata,intergenic
III,9700001,9710000,9708381,347,0.0023,inopinata,intergenic
III,9730001,9740000,9734367,934,0.004,inopinata,intergenic
III,9740001,9750000,9743478,523,0.0175,inopinata,intergenic
III,9750001,9760000,9758261,347,0.011,inopinata,intergenic
III,9770001,9780000,9771365,221,0.011,inopinata,intergenic
III,9810001,9820000,9814247,223,0.018,inopinata,intergenic
III,9820001,9830000,9828674,282,0.0136,inopinata,intergenic
III,9840001,9850000,9844486,182,0.0291,inopinata,intergenic
III,9850001,9860000,9856935,184,0.0097,inopinata,intergenic
III,9860001,9870000,9866610,1077,0.0061,inopinata,intergenic
III,9870001,9880000,9870306,290,0.0048,inopinata,intergenic
III,9910001,9920000,9917285,271,0.0123,inopinata,intergenic
III,9980001,9990000,9986557,253,0.0,inopinata,intergenic
III,9990001,10000000,9992149,1662,0.0071,inopinata,intergenic
III,10010001,10020000,10013863,224,0.0183,inopinata,intergenic
III,10020001,10030000,10024149,453,0.0056,inopinata,intergenic
III,10040001,10050000,10044786,174,0.0104,inopinata,intergenic
III,10100001,10110000,10100459,256,0.0007,inopinata,intergenic
III,10120001,10130000,10122899,280,0.0068,inopinata,intergenic
III,10140001,10150000,10141257,1449,0.0181,inopinata,intergenic
III,10150001,10160000,10155534,1539,0.0102,inopinata,intergenic
III,10160001,10170000,10167068,467,0.006,inopinata,intergenic
III,10170001,10180000,10177959,227,0.0037,inopinata,intergenic
III,10200001,10210000,10205818,337,0.0218,inopinata,intergenic
III,10210001,10220000,10212255,750,0.0197,inopinata,intergenic
III,10220001,10230000,10220327,208,0.0237,inopinata,intergenic
III,10260001,10270000,10265149,278,0.0122,inopinata,intergenic
III,10280001,10290000,10284603,478,0.0223,inopinata,intergenic
III,10380001,10390000,10385944,936,0.0087,inopinata,intergenic
III,10390001,10400000,10395515,336,0.0166,inopinata,intergenic
III,10420001,10430000,10428711,173,0.0146,inopinata,intergenic
III,10430001,10440000,10434227,1089,0.0127,inopinata,intergenic
III,10440001,10450000,10449919,162,0.043,inopinata,intergenic
III,10450001,10460000,10450252,278,0.0255,inopinata,intergenic
III,10470001,10480000,10473355,1513,0.0105,inopinata,intergenic
III,10480001,10490000,10485567,978,0.0067,inopinata,intergenic
III,10490001,10500000,10494904,517,0.0131,inopinata,intergenic
III,10500001,10510000,10503339,1867,0.0219,inopinata,intergenic
III,10510001,10520000,10517857,244,0.0037,inopinata,intergenic
III,10590001,10600000,10596948,852,0.0079,inopinata,intergenic
III,10600001,10610000,10604390,882,0.0096,inopinata,intergenic
III,10630001,10640000,10639708,357,0.0163,inopinata,intergenic
III,10640001,10650000,10643131,747,0.0277,inopinata,intergenic
III,10660001,10670000,10661520,245,0.005,inopinata,intergenic
III,10690001,10700000,10698575,253,0.0079,inopinata,intergenic
III,10700001,10710000,10702604,1047,0.0084,inopinata,intergenic
III,10710001,10720000,10714082,931,0.0128,inopinata,intergenic
III,10730001,10740000,10734119,391,0.0119,inopinata,intergenic
III,10740001,10750000,10745700,290,0.0099,inopinata,intergenic
III,10760001,10770000,10762617,397,0.003,inopinata,intergenic
III,10920001,10930000,10920752,207,0.0336,inopinata,intergenic
III,10960001,10970000,10961540,252,0.0107,inopinata,intergenic
III,11030001,11040000,11036131,1132,0.0149,inopinata,intergenic
III,11060001,11070000,11061653,233,0.0218,inopinata,intergenic
III,11080001,11090000,11088877,236,0.0171,inopinata,intergenic
III,11090001,11100000,11094988,389,0.0229,inopinata,intergenic
III,11140001,11150000,11149097,228,0.0036,inopinata,intergenic
III,11150001,11160000,11154071,555,0.0033,inopinata,intergenic
III,11180001,11190000,11185021,247,0.006,inopinata,intergenic
III,11200001,11210000,11209286,217,0.0081,inopinata,intergenic
III,11210001,11220000,11213523,1167,0.0108,inopinata,intergenic
III,11240001,11250000,11245630,602,0.0008,inopinata,intergenic
III,11250001,11260000,11257523,467,0.0017,inopinata,intergenic
III,11260001,11270000,11267167,208,0.0271,inopinata,intergenic
III,11290001,11300000,11293074,415,0.0025,inopinata,intergenic
III,11310001,11320000,11315186,165,0.0009,inopinata,intergenic
III,11320001,11330000,11329796,386,0.0102,inopinata,intergenic
III,11330001,11340000,11333417,1027,0.0095,inopinata,intergenic
III,11340001,11350000,11340518,275,0.0059,inopinata,intergenic
III,11380001,11390000,11383395,447,0.0132,inopinata,intergenic
III,11390001,11400000,11399301,195,0.0005,inopinata,intergenic
III,11420001,11430000,11421801,524,0.0157,inopinata,intergenic
III,11450001,11460000,11454965,275,0.0247,inopinata,intergenic
III,11460001,11470000,11468531,297,0.0024,inopinata,intergenic
III,11480001,11490000,11486305,346,0.008,inopinata,intergenic
III,11500001,11510000,11503768,332,0.0103,inopinata,intergenic
III,11510001,11520000,11518113,248,0.0022,inopinata,intergenic
III,11520001,11530000,11527237,699,0.0212,inopinata,intergenic
III,11530001,11540000,11530967,353,0.0134,inopinata,intergenic
III,11540001,11550000,11542021,219,0.0199,inopinata,intergenic
III,11570001,11580000,11571859,266,0.0121,inopinata,intergenic
III,11630001,11640000,11632785,685,0.0249,inopinata,intergenic
III,11640001,11650000,11644560,730,0.0164,inopinata,intergenic
III,11650001,11660000,11659494,232,0.0151,inopinata,intergenic
III,11660001,11670000,11666795,617,0.0096,inopinata,intergenic
III,11780001,11790000,11787168,275,0.0109,inopinata,intergenic
III,11900001,11910000,11907409,559,0.0194,inopinata,intergenic
III,11910001,11920000,11918008,276,0.0107,inopinata,intergenic
III,11930001,11940000,11935959,1209,0.0078,inopinata,intergenic
III,11940001,11950000,11940583,361,0.0103,inopinata,intergenic
III,11950001,11960000,11957886,604,0.0042,inopinata,intergenic
III,12040001,12050000,12049221,466,0.009,inopinata,intergenic
III,12060001,12070000,12069571,276,0.0137,inopinata,intergenic
III,12070001,12080000,12071020,908,0.0236,inopinata,intergenic
III,12080001,12090000,12088319,377,0.0121,inopinata,intergenic
III,12090001,12100000,12096258,423,0.0095,inopinata,intergenic
III,12100001,12110000,12103925,196,0.0171,inopinata,intergenic
III,12120001,12130000,12125408,208,0.0134,inopinata,intergenic
III,12130001,12140000,12139519,360,0.0019,inopinata,intergenic
III,12150001,12160000,12155199,194,0.0087,inopinata,intergenic
III,12160001,12170000,12167503,464,0.0095,inopinata,intergenic
III,12230001,12240000,12233598,751,0.0202,inopinata,intergenic
III,12270001,12280000,12274691,209,0.013,inopinata,intergenic
III,12320001,12330000,12322359,215,0.0288,inopinata,intergenic
III,12330001,12340000,12332510,259,0.0019,inopinata,intergenic
III,12450001,12460000,12454623,722,0.017,inopinata,intergenic
III,12460001,12470000,12463857,269,0.0016,inopinata,intergenic
III,12490001,12500000,12497074,179,0.02,inopinata,intergenic
III,12540001,12550000,12542222,163,0.0861,inopinata,intergenic
III,12560001,12570000,12562047,595,0.0157,inopinata,intergenic
III,12590001,12600000,12595937,314,0.0187,inopinata,intergenic
III,12620001,12630000,12624080,357,0.0103,inopinata,intergenic
III,12640001,12650000,12649001,211,0.0128,inopinata,intergenic
III,12870001,12880000,12875385,320,0.0134,inopinata,intergenic
III,12900001,12910000,12908648,720,0.0108,inopinata,intergenic
III,12910001,12920000,12911262,277,0.0217,inopinata,intergenic
III,13060001,13070000,13060834,279,0.0126,inopinata,intergenic
III,13080001,13090000,13086839,281,0.0094,inopinata,intergenic
III,13130001,13140000,13137155,397,0.0105,inopinata,intergenic
III,13140001,13150000,13142059,612,0.0127,inopinata,intergenic
III,13210001,13220000,13214972,339,0.0246,inopinata,intergenic
III,13220001,13230000,13224365,167,0.0057,inopinata,intergenic
III,13240001,13250000,13245327,684,0.0089,inopinata,intergenic
III,13260001,13270000,13264818,266,0.0038,inopinata,intergenic
III,13280001,13290000,13286224,1123,0.011,inopinata,intergenic
III,13290001,13300000,13293933,602,0.0082,inopinata,intergenic
III,13320001,13330000,13326345,260,0.0058,inopinata,intergenic
III,13390001,13400000,13398688,420,0.0045,inopinata,intergenic
III,13400001,13410000,13401863,316,0.0144,inopinata,intergenic
III,13430001,13440000,13436490,685,0.0074,inopinata,intergenic
III,13460001,13470000,13469539,266,0.0024,inopinata,intergenic
III,13470001,13480000,13475242,500,0.008,inopinata,intergenic
III,13640001,13650000,13648628,235,0.0122,inopinata,intergenic
III,13650001,13660000,13650103,169,0.0093,inopinata,intergenic
III,13670001,13680000,13679281,912,0.0175,inopinata,intergenic
III,13710001,13720000,13718606,162,0.0089,inopinata,intergenic
III,13730001,13740000,13737331,396,0.011,inopinata,intergenic
III,13760001,13770000,13764916,256,0.0134,inopinata,intergenic
III,13770001,13780000,13773375,840,0.0162,inopinata,intergenic
III,13780001,13790000,13781102,212,0.0074,inopinata,intergenic
III,13790001,13800000,13797187,1029,0.0056,inopinata,intergenic
III,13810001,13820000,13816366,230,0.0,inopinata,intergenic
III,13870001,13880000,13872788,160,0.0332,inopinata,intergenic
III,13900001,13910000,13908528,256,0.0052,inopinata,intergenic
III,13920001,13930000,13920832,351,0.0181,inopinata,intergenic
III,13940001,13950000,13945442,272,0.0377,inopinata,intergenic
III,13950001,13960000,13956969,550,0.0213,inopinata,intergenic
III,13990001,14000000,13991360,220,0.0162,inopinata,intergenic
III,14080001,14090000,14085385,166,0.0097,inopinata,intergenic
III,14090001,14100000,14094409,458,0.0133,inopinata,intergenic
III,14190001,14200000,14194830,281,0.0181,inopinata,intergenic
III,14220001,14230000,14220884,651,0.0345,inopinata,intergenic
III,14280001,14290000,14289684,179,0.0109,inopinata,intergenic
III,14290001,14300000,14290984,615,0.0138,inopinata,intergenic
III,14300001,14310000,14302366,331,0.0295,inopinata,intergenic
III,14330001,14340000,14334115,276,0.0171,inopinata,intergenic
III,14340001,14350000,14345540,746,0.0116,inopinata,intergenic
III,14350001,14360000,14356705,825,0.0164,inopinata,intergenic
III,14370001,14380000,14378160,572,0.012,inopinata,intergenic
III,14380001,14390000,14382593,1117,0.0087,inopinata,intergenic
III,14390001,14400000,14394811,380,0.0038,inopinata,intergenic
III,14400001,14410000,14403483,321,0.0089,inopinata,intergenic
III,14430001,14440000,14435636,887,0.0133,inopinata,intergenic
III,14450001,14460000,14453773,270,0.0016,inopinata,intergenic
III,14520001,14530000,14522495,942,0.0212,inopinata,intergenic
III,14530001,14540000,14536042,523,0.0075,inopinata,intergenic
III,14540001,14550000,14546694,295,0.0161,inopinata,intergenic
III,14600001,14610000,14608863,562,0.0205,inopinata,intergenic
III,14610001,14620000,14611805,252,0.0132,inopinata,intergenic
III,14640001,14650000,14646482,265,0.0166,inopinata,intergenic
III,14660001,14670000,14664850,316,0.0171,inopinata,intergenic
III,14680001,14690000,14685814,190,0.0072,inopinata,intergenic
III,14720001,14730000,14728011,579,0.0123,inopinata,intergenic
III,14740001,14750000,14747756,300,0.0036,inopinata,intergenic
III,14750001,14760000,14756124,2635,0.0084,inopinata,intergenic
III,14760001,14770000,14763254,2449,0.0157,inopinata,intergenic
III,14770001,14780000,14771986,305,0.0228,inopinata,intergenic
III,14790001,14800000,14795975,444,0.0079,inopinata,intergenic
III,14800001,14810000,14801069,417,0.0079,inopinata,intergenic
III,14810001,14820000,14814957,269,0.0211,inopinata,intergenic
III,14880001,14890000,14881364,539,0.0131,inopinata,intergenic
III,14900001,14910000,14908770,173,0.0122,inopinata,intergenic
III,14960001,14970000,14968527,544,0.0149,inopinata,intergenic
III,14970001,14980000,14976686,299,0.0099,inopinata,intergenic
III,15060001,15070000,15069771,251,0.018,inopinata,intergenic
III,15130001,15140000,15136750,215,0.0351,inopinata,intergenic
III,15200001,15210000,15208841,653,0.0146,inopinata,intergenic
III,15210001,15220000,15210178,281,0.0153,inopinata,intergenic
III,15260001,15270000,15265165,784,0.0119,inopinata,intergenic
III,15460001,15470000,15463331,186,0.0272,inopinata,intergenic
III,15550001,15560000,15553203,240,0.0163,inopinata,intergenic
III,15590001,15600000,15592964,216,0.0029,inopinata,intergenic
III,15610001,15620000,15616283,957,0.0034,inopinata,intergenic
III,15630001,15640000,15635159,371,0.0118,inopinata,intergenic
III,15650001,15660000,15654055,644,0.0141,inopinata,intergenic
III,15660001,15670000,15668496,1869,0.0079,inopinata,intergenic
III,15670001,15680000,15674529,1030,0.0215,inopinata,intergenic
III,15690001,15700000,15694412,234,0.0288,inopinata,intergenic
III,15710001,15720000,15716556,947,0.0035,inopinata,intergenic
III,15720001,15730000,15728921,203,0.0174,inopinata,intergenic
III,15730001,15740000,15738521,599,0.0086,inopinata,intergenic
III,15750001,15760000,15753909,447,0.0311,inopinata,intergenic
III,15760001,15770000,15761191,473,0.035,inopinata,intergenic
III,15860001,15870000,15863928,258,0.063,inopinata,intergenic
III,15880001,15890000,15888063,573,0.0171,inopinata,intergenic
III,15890001,15900000,15890935,267,0.0193,inopinata,intergenic
III,15900001,15910000,15902756,552,0.0124,inopinata,intergenic
III,15910001,15920000,15916060,261,0.0182,inopinata,intergenic
III,15930001,15940000,15933312,1197,0.0144,inopinata,intergenic
III,15950001,15960000,15957257,318,0.0226,inopinata,intergenic
III,15970001,15980000,15974789,198,0.0135,inopinata,intergenic
III,16000001,16010000,16007156,454,0.0191,inopinata,intergenic
III,16200001,16210000,16200601,199,0.0232,inopinata,intergenic
III,16430001,16440000,16437569,1060,0.0151,inopinata,intergenic
III,16440001,16450000,16449496,388,0.0272,inopinata,intergenic
III,16450001,16460000,16451167,649,0.0126,inopinata,intergenic
III,16590001,16600000,16597037,254,0.0093,inopinata,intergenic
III,16720001,16730000,16722977,790,0.024,inopinata,intergenic
III,16770001,16780000,16777968,250,0.0304,inopinata,intergenic
III,16980001,16990000,16984103,704,0.0049,inopinata,intergenic
III,17030001,17040000,17035104,1466,0.0142,inopinata,intergenic
III,17050001,17060000,17055084,181,0.0134,inopinata,intergenic
III,17260001,17270000,17267653,1008,0.0176,inopinata,intergenic
III,17270001,17280000,17274614,452,0.0149,inopinata,intergenic
III,17360001,17370000,17367252,248,0.016,inopinata,intergenic
III,17380001,17390000,17383175,850,0.0102,inopinata,intergenic
III,17400001,17410000,17406811,178,0.0241,inopinata,intergenic
III,17560001,17570000,17565389,799,0.0171,inopinata,intergenic
III,17640001,17650000,17645877,165,0.0252,inopinata,intergenic
III,17670001,17680000,17675336,437,0.0152,inopinata,intergenic
III,17750001,17760000,17755885,180,0.0256,inopinata,intergenic
III,17800001,17810000,17805378,232,0.0047,inopinata,intergenic
III,17820001,17830000,17826152,369,0.0215,inopinata,intergenic
III,17840001,17850000,17849589,266,0.0099,inopinata,intergenic
III,17860001,17870000,17866827,341,0.0269,inopinata,intergenic
III,18030001,18040000,18037670,163,0.0142,inopinata,intergenic
III,18040001,18050000,18046188,229,0.0178,inopinata,intergenic
III,18060001,18070000,18068837,218,0.0199,inopinata,intergenic
III,18100001,18110000,18105783,449,0.0257,inopinata,intergenic
III,18110001,18120000,18111199,203,0.0134,inopinata,intergenic
III,18120001,18130000,18126184,399,0.0347,inopinata,intergenic
III,18300001,18310000,18309064,299,0.0355,inopinata,intergenic
III,18370001,18380000,18378911,483,0.0093,inopinata,intergenic
III,18400001,18410000,18405731,170,0.0075,inopinata,intergenic
III,18440001,18450000,18446082,398,0.0067,inopinata,intergenic
III,18480001,18490000,18481894,512,0.0197,inopinata,intergenic
III,18490001,18500000,18498568,239,0.0217,inopinata,intergenic
III,18500001,18510000,18503727,552,0.031,inopinata,intergenic
III,18540001,18550000,18545672,363,0.0121,inopinata,intergenic
III,18590001,18600000,18592698,556,0.0133,inopinata,intergenic
III,18620001,18630000,18628750,186,0.013,inopinata,intergenic
III,18670001,18680000,18676901,231,0.0641,inopinata,intergenic
III,18700001,18710000,18702713,179,0.0189,inopinata,intergenic
III,18720001,18730000,18726144,270,0.0043,inopinata,intergenic
III,18760001,18770000,18760161,176,0.0116,inopinata,intergenic
III,18800001,18810000,18803602,314,0.0182,inopinata,intergenic
III,18870001,18880000,18875109,356,0.0257,inopinata,intergenic
III,18880001,18890000,18885843,173,0.0366,inopinata,intergenic
III,18910001,18920000,18918110,336,0.0178,inopinata,intergenic
III,18970001,18980000,18975799,570,0.0039,inopinata,intergenic
III,19000001,19010000,19002402,183,0.0068,inopinata,intergenic
III,19010001,19020000,19016737,230,0.0239,inopinata,intergenic
III,19130001,19140000,19136802,921,0.0089,inopinata,intergenic
III,19140001,19150000,19144226,219,0.0085,inopinata,intergenic
III,19150001,19160000,19157905,464,0.0141,inopinata,intergenic
III,19180001,19190000,19183465,644,0.0054,inopinata,intergenic
III,19190001,19200000,19195012,554,0.0089,inopinata,intergenic
III,19230001,19240000,19236837,397,0.0064,inopinata,intergenic
III,19250001,19260000,19256016,260,0.0048,inopinata,intergenic
III,19270001,19280000,19276748,437,0.0032,inopinata,intergenic
III,19280001,19290000,19285390,888,0.0038,inopinata,intergenic
III,19310001,19320000,19315767,237,0.0069,inopinata,intergenic
III,19340001,19350000,19341891,261,0.0076,inopinata,intergenic
III,19350001,19360000,19359566,216,0.001,inopinata,intergenic
III,19360001,19370000,19362345,834,0.0085,inopinata,intergenic
III,19370001,19380000,19375655,329,0.0051,inopinata,intergenic
III,19400001,19410000,19409176,329,0.0023,inopinata,intergenic
III,19410001,19420000,19419066,445,0.0024,inopinata,intergenic
IV,110001,120000,119140,276,0.0115,inopinata,intergenic
IV,120001,130000,126167,838,0.0066,inopinata,intergenic
IV,200001,210000,207049,178,0.0031,inopinata,intergenic
IV,210001,220000,211434,269,0.0043,inopinata,intergenic
IV,230001,240000,237958,826,0.0106,inopinata,intergenic
IV,240001,250000,241703,861,0.0087,inopinata,intergenic
IV,300001,310000,307199,185,0.0123,inopinata,intergenic
IV,310001,320000,316781,289,0.0145,inopinata,intergenic
IV,360001,370000,364491,383,0.0153,inopinata,intergenic
IV,420001,430000,423791,487,0.0369,inopinata,intergenic
IV,430001,440000,437276,163,0.0228,inopinata,intergenic
IV,440001,450000,446205,489,0.0247,inopinata,intergenic
IV,450001,460000,454322,237,0.0456,inopinata,intergenic
IV,470001,480000,473759,255,0.0406,inopinata,intergenic
IV,480001,490000,485727,588,0.0229,inopinata,intergenic
IV,510001,520000,512197,506,0.033,inopinata,intergenic
IV,560001,570000,565269,187,0.0374,inopinata,intergenic
IV,570001,580000,572449,220,0.0201,inopinata,intergenic
IV,580001,590000,586210,338,0.0103,inopinata,intergenic
IV,680001,690000,686559,251,0.0098,inopinata,intergenic
IV,760001,770000,769306,404,0.024,inopinata,intergenic
IV,810001,820000,816762,301,0.018,inopinata,intergenic
IV,900001,910000,903189,272,0.024,inopinata,intergenic
IV,980001,990000,985308,2420,0.0115,inopinata,intergenic
IV,990001,1000000,994120,1288,0.0138,inopinata,intergenic
IV,1040001,1050000,1049034,191,0.0079,inopinata,intergenic
IV,1050001,1060000,1051793,201,0.0068,inopinata,intergenic
IV,1070001,1080000,1073417,232,0.0129,inopinata,intergenic
IV,1110001,1120000,1119288,216,0.0142,inopinata,intergenic
IV,1150001,1160000,1157232,597,0.0158,inopinata,intergenic
IV,1160001,1170000,1167248,283,0.0257,inopinata,intergenic
IV,1180001,1190000,1188190,909,0.0168,inopinata,intergenic
IV,1280001,1290000,1284269,470,0.0129,inopinata,intergenic
IV,1390001,1400000,1399640,173,0.0093,inopinata,intergenic
IV,1410001,1420000,1413226,160,0.0223,inopinata,intergenic
IV,1420001,1430000,1424396,417,0.0083,inopinata,intergenic
IV,1430001,1440000,1432918,607,0.0156,inopinata,intergenic
IV,1440001,1450000,1441799,168,0.0163,inopinata,intergenic
IV,1530001,1540000,1534890,257,0.0249,inopinata,intergenic
IV,1540001,1550000,1547993,211,0.0103,inopinata,intergenic
IV,1550001,1560000,1556048,373,0.0137,inopinata,intergenic
IV,1580001,1590000,1586797,498,0.0092,inopinata,intergenic
IV,1590001,1600000,1594670,193,0.0158,inopinata,intergenic
IV,1610001,1620000,1617079,191,0.0474,inopinata,intergenic
IV,1650001,1660000,1653877,277,0.0306,inopinata,intergenic
IV,1670001,1680000,1679135,447,0.0087,inopinata,intergenic
IV,1900001,1910000,1902948,204,0.0262,inopinata,intergenic
IV,1920001,1930000,1921951,246,0.0216,inopinata,intergenic
IV,1960001,1970000,1963841,448,0.0134,inopinata,intergenic
IV,1980001,1990000,1986415,359,0.0329,inopinata,intergenic
IV,2000001,2010000,2007350,391,0.0166,inopinata,intergenic
