Chr,BP_start,BP_end,FST,pop_pair
IV,4660001,4670000,0.0438,irio-yona
IV,4670001,4680000,0.0498,irio-yona
IV,4680001,4690000,0.0125,irio-yona
IV,4690001,4700000,0.4026,irio-yona
IV,4700001,4710000,0.0367,irio-yona
IV,4710001,4720000,0.0601,irio-yona
IV,4720001,4730000,0.0632,irio-yona
IV,4740001,4750000,-0.0161,irio-yona
IV,4780001,4790000,0.0058,irio-yona
IV,4800001,4810000,0.0526,irio-yona
IV,4810001,4820000,-0.0016,irio-yona
IV,4910001,4920000,-0.1052,irio-yona
IV,4920001,4930000,0.0039,irio-yona
IV,4930001,4940000,0.0613,irio-yona
IV,4960001,4970000,-0.0091,irio-yona
IV,5010001,5020000,0.0173,irio-yona
IV,5050001,5060000,0.063,irio-yona
IV,5080001,5090000,0.083,irio-yona
IV,5090001,5100000,0.0311,irio-yona
IV,5100001,5110000,0.0677,irio-yona
IV,5140001,5150000,-0.0041,irio-yona
IV,5170001,5180000,-0.0012,irio-yona
IV,5210001,5220000,-0.0012,irio-yona
IV,5220001,5230000,-0.0069,irio-yona
IV,5240001,5250000,-0.0011,irio-yona
IV,5280001,5290000,0.0135,irio-yona
IV,5290001,5300000,-0.0093,irio-yona
IV,5330001,5340000,0.053,irio-yona
IV,5400001,5410000,-0.0058,irio-yona
IV,5410001,5420000,0.0693,irio-yona
IV,5420001,5430000,-0.0209,irio-yona
IV,5430001,5440000,0.0889,irio-yona
IV,5520001,5530000,-0.0113,irio-yona
IV,5530001,5540000,0.0251,irio-yona
IV,5570001,5580000,-0.0063,irio-yona
IV,5580001,5590000,-0.0011,irio-yona
IV,5600001,5610000,0.017,irio-yona
IV,5610001,5620000,0.0152,irio-yona
IV,5630001,5640000,0.0261,irio-yona
IV,5640001,5650000,0.0188,irio-yona
IV,5670001,5680000,-0.0189,irio-yona
IV,5680001,5690000,-0.0167,irio-yona
IV,5710001,5720000,0.0154,irio-yona
IV,5720001,5730000,0.0083,irio-yona
IV,5730001,5740000,0.0796,irio-yona
IV,5740001,5750000,0.0195,irio-yona
IV,5750001,5760000,0.1059,irio-yona
IV,5760001,5770000,-0.0449,irio-yona
IV,5800001,5810000,0.0347,irio-yona
IV,5900001,5910000,-0.0407,irio-yona
IV,5920001,5930000,-0.0095,irio-yona
IV,5930001,5940000,0.003,irio-yona
IV,5940001,5950000,0.0111,irio-yona
IV,5950001,5960000,-0.0658,irio-yona
IV,5960001,5970000,0.0002,irio-yona
IV,5980001,5990000,0.0044,irio-yona
IV,5990001,6000000,-0.0166,irio-yona
IV,6060001,6070000,-0.0108,irio-yona
IV,6090001,6100000,0.0419,irio-yona
IV,6100001,6110000,0.013,irio-yona
IV,6140001,6150000,0.0597,irio-yona
IV,6170001,6180000,0.0379,irio-yona
IV,6200001,6210000,0.0632,irio-yona
IV,6240001,6250000,-0.0547,irio-yona
IV,6250001,6260000,-0.0093,irio-yona
IV,6260001,6270000,0.1088,irio-yona
IV,6270001,6280000,0.0958,irio-yona
IV,6280001,6290000,-0.0133,irio-yona
IV,6290001,6300000,0.0174,irio-yona
IV,6340001,6350000,0.0155,irio-yona
IV,6370001,6380000,0.0092,irio-yona
IV,6390001,6400000,0.0093,irio-yona
IV,6400001,6410000,0.0302,irio-yona
IV,6420001,6430000,0.1024,irio-yona
IV,6430001,6440000,0.0093,irio-yona
IV,6530001,6540000,0.0204,irio-yona
IV,6550001,6560000,0.048,irio-yona
IV,6560001,6570000,0.0229,irio-yona
IV,6570001,6580000,-0.0513,irio-yona
IV,6590001,6600000,0.1215,irio-yona
IV,6600001,6610000,0.0423,irio-yona
IV,6610001,6620000,0.0115,irio-yona
IV,6620001,6630000,0.0395,irio-yona
IV,6630001,6640000,-0.0289,irio-yona
IV,6640001,6650000,-0.0637,irio-yona
IV,6670001,6680000,0.0056,irio-yona
IV,6690001,6700000,-0.0415,irio-yona
IV,6710001,6720000,0.0213,irio-yona
IV,6750001,6760000,0.0404,irio-yona
IV,6760001,6770000,0.0676,irio-yona
IV,6780001,6790000,0.0932,irio-yona
IV,6790001,6800000,-0.0183,irio-yona
IV,6800001,6810000,0.0244,irio-yona
IV,6810001,6820000,-0.0238,irio-yona
IV,6820001,6830000,0.1329,irio-yona
IV,6830001,6840000,0.0807,irio-yona
IV,6860001,6870000,-0.0455,irio-yona
IV,6870001,6880000,-0.0335,irio-yona
IV,6880001,6890000,0.0239,irio-yona
IV,6900001,6910000,0.0336,irio-yona
IV,6910001,6920000,-0.0625,irio-yona
IV,6920001,6930000,0.0782,irio-yona
IV,6950001,6960000,-0.1442,irio-yona
IV,6960001,6970000,-0.0261,irio-yona
IV,6970001,6980000,-0.016,irio-yona
IV,6980001,6990000,0.1233,irio-yona
IV,6990001,7000000,-0.0197,irio-yona
IV,7000001,7010000,0.0015,irio-yona
IV,7050001,7060000,0.0508,irio-yona
IV,7060001,7070000,-0.035,irio-yona
IV,7070001,7080000,0.1093,irio-yona
IV,7080001,7090000,0.0149,irio-yona
IV,7090001,7100000,0.0186,irio-yona
IV,7100001,7110000,0.0581,irio-yona
IV,7110001,7120000,-0.037,irio-yona
IV,7150001,7160000,0.0291,irio-yona
IV,7160001,7170000,-0.0363,irio-yona
IV,7170001,7180000,0.1333,irio-yona
IV,7180001,7190000,0.0637,irio-yona
IV,7200001,7210000,0.0965,irio-yona
IV,7210001,7220000,0.0301,irio-yona
IV,7220001,7230000,0.0083,irio-yona
IV,7240001,7250000,0.0474,irio-yona
IV,7250001,7260000,0.0225,irio-yona
IV,7260001,7270000,0.0074,irio-yona
IV,7270001,7280000,0.012,irio-yona
IV,7280001,7290000,-0.0405,irio-yona
IV,7290001,7300000,-0.0251,irio-yona
IV,7300001,7310000,-0.0217,irio-yona
IV,7320001,7330000,0.0025,irio-yona
IV,7340001,7350000,-0.021,irio-yona
IV,7350001,7360000,-0.0182,irio-yona
IV,7360001,7370000,0.0131,irio-yona
IV,7370001,7380000,0.0092,irio-yona
IV,7380001,7390000,0.0124,irio-yona
IV,7390001,7400000,0.0116,irio-yona
IV,7410001,7420000,0.0088,irio-yona
IV,7430001,7440000,-0.0185,irio-yona
IV,7440001,7450000,0.0249,irio-yona
IV,7470001,7480000,0.0043,irio-yona
IV,7500001,7510000,-0.0022,irio-yona
IV,7510001,7520000,0.125,irio-yona
IV,7560001,7570000,-0.056,irio-yona
IV,7570001,7580000,0.0048,irio-yona
IV,7580001,7590000,0.0563,irio-yona
IV,7610001,7620000,0.0992,irio-yona
IV,7620001,7630000,0.0522,irio-yona
IV,7630001,7640000,0.0595,irio-yona
IV,7640001,7650000,0.1129,irio-yona
IV,7650001,7660000,-0.0286,irio-yona
IV,7660001,7670000,0.0268,irio-yona
IV,7670001,7680000,0.0255,irio-yona
IV,7680001,7690000,-0.0486,irio-yona
IV,7690001,7700000,0.0746,irio-yona
IV,7700001,7710000,0.1272,irio-yona
IV,7710001,7720000,0.0225,irio-yona
IV,7720001,7730000,-0.0175,irio-yona
IV,7730001,7740000,0.0176,irio-yona
IV,7740001,7750000,-0.0029,irio-yona
IV,7770001,7780000,-0.0285,irio-yona
IV,7780001,7790000,-0.0462,irio-yona
IV,7790001,7800000,-0.0299,irio-yona
IV,7800001,7810000,0.0053,irio-yona
IV,7810001,7820000,-0.0028,irio-yona
IV,7820001,7830000,-0.0162,irio-yona
IV,7840001,7850000,0.0359,irio-yona
IV,7850001,7860000,0.0123,irio-yona
IV,7860001,7870000,0.0715,irio-yona
IV,7870001,7880000,0.0319,irio-yona
IV,7880001,7890000,0.0389,irio-yona
IV,7890001,7900000,0.0387,irio-yona
IV,7900001,7910000,0.0258,irio-yona
IV,7910001,7920000,-0.0245,irio-yona
IV,7920001,7930000,-0.0002,irio-yona
IV,7930001,7940000,0.045,irio-yona
IV,7940001,7950000,0.0658,irio-yona
IV,7950001,7960000,-0.0324,irio-yona
IV,7960001,7970000,0.0208,irio-yona
IV,7970001,7980000,0.0018,irio-yona
IV,7990001,8000000,0.0208,irio-yona
IV,8010001,8020000,0.0372,irio-yona
IV,8020001,8030000,-0.015,irio-yona
IV,8050001,8060000,0.0669,irio-yona
IV,8060001,8070000,-0.0067,irio-yona
IV,8090001,8100000,0.1172,irio-yona
IV,8100001,8110000,0.0266,irio-yona
IV,8110001,8120000,0.0554,irio-yona
IV,8120001,8130000,-0.0099,irio-yona
IV,8140001,8150000,-0.0139,irio-yona
IV,8150001,8160000,-0.0086,irio-yona
IV,8160001,8170000,-0.0414,irio-yona
IV,8170001,8180000,-0.0308,irio-yona
IV,8180001,8190000,0.3818,irio-yona
IV,8190001,8200000,0.1106,irio-yona
IV,8200001,8210000,-0.0214,irio-yona
IV,8210001,8220000,-0.0019,irio-yona
IV,8220001,8230000,-0.0294,irio-yona
IV,8230001,8240000,-0.045,irio-yona
IV,8240001,8250000,0.0751,irio-yona
IV,8270001,8280000,-0.0058,irio-yona
IV,8290001,8300000,-0.009,irio-yona
IV,8300001,8310000,-0.0164,irio-yona
IV,8310001,8320000,-0.0154,irio-yona
IV,8320001,8330000,-0.0259,irio-yona
IV,8330001,8340000,0.0581,irio-yona
IV,8340001,8350000,-0.0431,irio-yona
IV,8350001,8360000,-0.0533,irio-yona
IV,8360001,8370000,0.0313,irio-yona
IV,8380001,8390000,-0.0306,irio-yona
IV,8390001,8400000,-0.0103,irio-yona
IV,8400001,8410000,0.0257,irio-yona
IV,8420001,8430000,-0.0086,irio-yona
IV,8480001,8490000,0.0198,irio-yona
IV,8510001,8520000,-0.0097,irio-yona
IV,8520001,8530000,-0.0266,irio-yona
IV,8540001,8550000,-0.0441,irio-yona
IV,8550001,8560000,0.0362,irio-yona
IV,8570001,8580000,-0.0117,irio-yona
IV,8590001,8600000,0.0583,irio-yona
IV,8600001,8610000,0.1416,irio-yona
IV,8610001,8620000,0.0064,irio-yona
IV,8620001,8630000,-0.0009,irio-yona
IV,8630001,8640000,0.0735,irio-yona
IV,8640001,8650000,-0.0368,irio-yona
IV,8650001,8660000,0.0287,irio-yona
IV,8670001,8680000,-0.0071,irio-yona
IV,8700001,8710000,-0.0526,irio-yona
IV,8720001,8730000,0.0355,irio-yona
IV,8730001,8740000,0.004,irio-yona
IV,8750001,8760000,0.1112,irio-yona
IV,8760001,8770000,-0.0533,irio-yona
IV,8770001,8780000,0.0825,irio-yona
IV,8800001,8810000,0.14,irio-yona
IV,8810001,8820000,0.0113,irio-yona
IV,8820001,8830000,0.0171,irio-yona
IV,8830001,8840000,-0.0168,irio-yona
IV,8840001,8850000,-0.0199,irio-yona
IV,8850001,8860000,-0.0249,irio-yona
IV,8860001,8870000,0.0236,irio-yona
IV,8880001,8890000,0.0218,irio-yona
IV,8920001,8930000,-0.0187,irio-yona
IV,8940001,8950000,0.0621,irio-yona
IV,8950001,8960000,0.0652,irio-yona
IV,8960001,8970000,-0.1326,irio-yona
IV,8970001,8980000,-0.0175,irio-yona
IV,8980001,8990000,-0.0024,irio-yona
IV,9000001,9010000,-0.0274,irio-yona
IV,9010001,9020000,0.2325,irio-yona
IV,9050001,9060000,-0.0048,irio-yona
IV,9080001,9090000,0.0352,irio-yona
IV,9090001,9100000,-0.0417,irio-yona
IV,9100001,9110000,-0.0487,irio-yona
IV,9110001,9120000,0.249,irio-yona
IV,9120001,9130000,0.0205,irio-yona
IV,9130001,9140000,0.0029,irio-yona
IV,9140001,9150000,-0.006,irio-yona
IV,9150001,9160000,-0.0432,irio-yona
IV,9170001,9180000,0.0245,irio-yona
IV,9200001,9210000,-0.0032,irio-yona
IV,9210001,9220000,-0.0349,irio-yona
IV,9230001,9240000,0.0358,irio-yona
IV,9240001,9250000,0.1106,irio-yona
IV,9250001,9260000,0.0247,irio-yona
IV,9260001,9270000,0.0977,irio-yona
IV,9270001,9280000,-0.0097,irio-yona
IV,9280001,9290000,-0.0502,irio-yona
IV,9290001,9300000,0.0349,irio-yona
IV,9300001,9310000,0.0669,irio-yona
IV,9310001,9320000,-0.0863,irio-yona
IV,9330001,9340000,-0.0156,irio-yona
IV,9340001,9350000,0.025,irio-yona
IV,9350001,9360000,0.0187,irio-yona
IV,9360001,9370000,-0.088,irio-yona
IV,9370001,9380000,-0.0744,irio-yona
IV,9380001,9390000,-0.0907,irio-yona
IV,9390001,9400000,0.0285,irio-yona
IV,9400001,9410000,0.07,irio-yona
IV,9410001,9420000,0.0066,irio-yona
IV,9420001,9430000,-0.0011,irio-yona
IV,9430001,9440000,0.0285,irio-yona
IV,9440001,9450000,0.1835,irio-yona
IV,9450001,9460000,0.0146,irio-yona
IV,9480001,9490000,0.0301,irio-yona
IV,9490001,9500000,-0.0198,irio-yona
IV,9500001,9510000,0.01,irio-yona
IV,9510001,9520000,-0.0032,irio-yona
IV,9520001,9530000,0.005,irio-yona
IV,9530001,9540000,0.007,irio-yona
IV,9540001,9550000,-0.025,irio-yona
IV,9550001,9560000,0.0321,irio-yona
IV,9580001,9590000,-0.0012,irio-yona
IV,9590001,9600000,0.0304,irio-yona
IV,9620001,9630000,-0.0269,irio-yona
IV,9630001,9640000,0.0453,irio-yona
IV,9640001,9650000,0.0223,irio-yona
IV,9650001,9660000,-0.1392,irio-yona
IV,9670001,9680000,-0.0133,irio-yona
IV,9680001,9690000,-0.0252,irio-yona
IV,9690001,9700000,0.0393,irio-yona
IV,9700001,9710000,0.3935,irio-yona
IV,9710001,9720000,0.033,irio-yona
IV,9720001,9730000,0.0197,irio-yona
IV,9730001,9740000,0.0696,irio-yona
IV,9770001,9780000,0.1105,irio-yona
IV,9790001,9800000,-0.0108,irio-yona
IV,9800001,9810000,0.0332,irio-yona
IV,9810001,9820000,0.0901,irio-yona
IV,9850001,9860000,0.115,irio-yona
IV,9870001,9880000,-0.0184,irio-yona
IV,9890001,9900000,-0.0143,irio-yona
IV,9910001,9920000,-0.0294,irio-yona
IV,9920001,9930000,0.0254,irio-yona
IV,9930001,9940000,-0.0451,irio-yona
IV,9940001,9950000,-0.0377,irio-yona
IV,9950001,9960000,-0.0309,irio-yona
IV,9960001,9970000,-0.0177,irio-yona
IV,9970001,9980000,0.0531,irio-yona
IV,9990001,10000000,0.0083,irio-yona
IV,10030001,10040000,-0.0326,irio-yona
IV,10040001,10050000,0.0543,irio-yona
IV,10050001,10060000,0.1076,irio-yona
IV,10060001,10070000,-0.0086,irio-yona
IV,10080001,10090000,0.0351,irio-yona
IV,10090001,10100000,0.016,irio-yona
IV,10100001,10110000,-0.0,irio-yona
IV,10110001,10120000,-0.0254,irio-yona
IV,10120001,10130000,-0.0031,irio-yona
IV,10130001,10140000,0.0317,irio-yona
IV,10140001,10150000,0.0125,irio-yona
IV,10150001,10160000,0.0182,irio-yona
IV,10170001,10180000,-0.0202,irio-yona
IV,10180001,10190000,-0.0038,irio-yona
IV,10190001,10200000,0.0759,irio-yona
IV,10210001,10220000,0.0205,irio-yona
IV,10220001,10230000,0.0399,irio-yona
IV,10230001,10240000,0.0832,irio-yona
IV,10240001,10250000,-0.0035,irio-yona
IV,10250001,10260000,0.0338,irio-yona
IV,10260001,10270000,0.0704,irio-yona
IV,10270001,10280000,0.1479,irio-yona
IV,10280001,10290000,0.3131,irio-yona
IV,10290001,10300000,-0.0657,irio-yona
IV,10300001,10310000,0.1769,irio-yona
IV,10310001,10320000,-0.0245,irio-yona
IV,10320001,10330000,-0.0534,irio-yona
IV,10330001,10340000,0.1966,irio-yona
IV,10340001,10350000,-0.038,irio-yona
IV,10350001,10360000,0.0626,irio-yona
IV,10360001,10370000,-0.0353,irio-yona
IV,10370001,10380000,0.0484,irio-yona
IV,10380001,10390000,0.0032,irio-yona
IV,10390001,10400000,-0.0101,irio-yona
IV,10400001,10410000,0.0025,irio-yona
IV,10410001,10420000,0.0188,irio-yona
IV,10430001,10440000,0.0212,irio-yona
IV,10440001,10450000,-0.0066,irio-yona
IV,10460001,10470000,-0.1724,irio-yona
IV,10470001,10480000,0.0176,irio-yona
IV,10480001,10490000,0.0242,irio-yona
IV,10510001,10520000,-0.028,irio-yona
IV,10560001,10570000,0.0583,irio-yona
IV,10580001,10590000,0.0054,irio-yona
IV,10620001,10630000,0.0067,irio-yona
IV,10630001,10640000,0.0078,irio-yona
IV,10640001,10650000,0.0034,irio-yona
IV,10650001,10660000,-0.0127,irio-yona
IV,10660001,10670000,-0.0392,irio-yona
IV,10670001,10680000,0.0079,irio-yona
IV,10680001,10690000,0.0074,irio-yona
IV,10690001,10700000,0.0001,irio-yona
IV,10710001,10720000,0.0258,irio-yona
IV,10720001,10730000,-0.0004,irio-yona
IV,10730001,10740000,0.038,irio-yona
IV,10740001,10750000,0.0593,irio-yona
IV,10760001,10770000,-0.0156,irio-yona
IV,10770001,10780000,0.074,irio-yona
IV,10780001,10790000,0.1311,irio-yona
IV,10790001,10800000,0.0782,irio-yona
IV,10800001,10810000,-0.0214,irio-yona
IV,10810001,10820000,-0.0224,irio-yona
IV,10820001,10830000,-0.0019,irio-yona
IV,10830001,10840000,-0.0139,irio-yona
IV,10840001,10850000,0.049,irio-yona
IV,10850001,10860000,-0.0216,irio-yona
IV,10860001,10870000,0.0935,irio-yona
IV,10880001,10890000,0.1059,irio-yona
IV,10890001,10900000,0.0018,irio-yona
IV,10900001,10910000,0.013,irio-yona
IV,10910001,10920000,0.0001,irio-yona
IV,10920001,10930000,0.1065,irio-yona
IV,10930001,10940000,-0.0136,irio-yona
IV,10940001,10950000,0.0136,irio-yona
IV,10960001,10970000,0.0741,irio-yona
IV,10970001,10980000,0.0183,irio-yona
IV,10980001,10990000,0.0486,irio-yona
IV,10990001,11000000,-0.0079,irio-yona
IV,11000001,11010000,0.0108,irio-yona
IV,11010001,11020000,-0.0548,irio-yona
IV,11040001,11050000,0.0344,irio-yona
IV,11050001,11060000,0.0126,irio-yona
IV,11060001,11070000,-0.0067,irio-yona
IV,11080001,11090000,0.0172,irio-yona
IV,11090001,11100000,0.2978,irio-yona
IV,11110001,11120000,0.0083,irio-yona
IV,11120001,11130000,0.0913,irio-yona
IV,11130001,11140000,-0.0016,irio-yona
IV,11140001,11150000,-0.0016,irio-yona
IV,11150001,11160000,0.0242,irio-yona
IV,11160001,11170000,-0.024,irio-yona
IV,11170001,11180000,-0.0017,irio-yona
IV,11180001,11190000,0.0478,irio-yona
IV,11210001,11220000,0.084,irio-yona
IV,11220001,11230000,0.0802,irio-yona
IV,11240001,11250000,0.0176,irio-yona
IV,11250001,11260000,-0.0376,irio-yona
IV,11290001,11300000,0.0488,irio-yona
IV,11300001,11310000,-0.0147,irio-yona
IV,11310001,11320000,0.0326,irio-yona
IV,11320001,11330000,-0.0123,irio-yona
IV,11340001,11350000,0.156,irio-yona
IV,11350001,11360000,0.0076,irio-yona
IV,11370001,11380000,-0.0211,irio-yona
IV,11380001,11390000,0.0148,irio-yona
IV,11400001,11410000,-0.0046,irio-yona
IV,11410001,11420000,0.0182,irio-yona
IV,11420001,11430000,0.0146,irio-yona
IV,11430001,11440000,0.0077,irio-yona
IV,11440001,11450000,-0.0162,irio-yona
IV,11450001,11460000,-0.0329,irio-yona
IV,11460001,11470000,0.1003,irio-yona
IV,11470001,11480000,-0.0846,irio-yona
IV,11480001,11490000,0.0476,irio-yona
IV,11490001,11500000,-0.0555,irio-yona
IV,11530001,11540000,-0.006,irio-yona
IV,11540001,11550000,0.0411,irio-yona
IV,11550001,11560000,-0.0902,irio-yona
IV,11570001,11580000,-0.031,irio-yona
IV,11580001,11590000,0.011,irio-yona
IV,11590001,11600000,-0.0294,irio-yona
IV,11600001,11610000,0.0026,irio-yona
IV,11610001,11620000,-0.0761,irio-yona
IV,11620001,11630000,-0.0239,irio-yona
IV,11630001,11640000,-0.032,irio-yona
IV,11640001,11650000,0.0492,irio-yona
IV,11650001,11660000,0.0115,irio-yona
IV,11660001,11670000,0.0453,irio-yona
IV,11670001,11680000,0.1807,irio-yona
IV,11680001,11690000,-0.0137,irio-yona
IV,11690001,11700000,0.0101,irio-yona
IV,11700001,11710000,-0.0683,irio-yona
IV,11710001,11720000,-0.0205,irio-yona
IV,11730001,11740000,-0.0077,irio-yona
IV,11770001,11780000,-0.0384,irio-yona
IV,11820001,11830000,-0.0212,irio-yona
IV,11840001,11850000,-0.0177,irio-yona
IV,11860001,11870000,-0.0188,irio-yona
IV,11880001,11890000,0.0617,irio-yona
IV,11890001,11900000,0.0313,irio-yona
IV,11900001,11910000,-0.0003,irio-yona
IV,11950001,11960000,0.1395,irio-yona
IV,11960001,11970000,0.0155,irio-yona
IV,11970001,11980000,0.0403,irio-yona
IV,11980001,11990000,0.0024,irio-yona
IV,11990001,12000000,-0.0092,irio-yona
IV,12000001,12010000,-0.0087,irio-yona
IV,12010001,12020000,-0.0134,irio-yona
IV,12020001,12030000,0.0525,irio-yona
IV,12060001,12070000,0.0643,irio-yona
IV,12070001,12080000,0.0503,irio-yona
IV,12080001,12090000,-0.0198,irio-yona
IV,12090001,12100000,-0.0109,irio-yona
IV,12100001,12110000,0.0167,irio-yona
IV,12110001,12120000,0.0852,irio-yona
IV,12120001,12130000,-0.0174,irio-yona
IV,12170001,12180000,-0.0187,irio-yona
IV,12180001,12190000,-0.0625,irio-yona
IV,12270001,12280000,0.0082,irio-yona
IV,12280001,12290000,0.0035,irio-yona
IV,12290001,12300000,0.0321,irio-yona
IV,12300001,12310000,-0.028,irio-yona
IV,12320001,12330000,-0.0542,irio-yona
IV,12330001,12340000,0.1139,irio-yona
IV,12350001,12360000,0.0025,irio-yona
IV,12360001,12370000,0.0699,irio-yona
IV,12370001,12380000,0.0125,irio-yona
IV,12390001,12400000,-0.005,irio-yona
IV,12400001,12410000,-0.0091,irio-yona
IV,12410001,12420000,-0.0064,irio-yona
IV,12420001,12430000,0.0171,irio-yona
IV,12440001,12450000,0.0193,irio-yona
IV,12450001,12460000,-0.024,irio-yona
IV,12480001,12490000,0.021,irio-yona
IV,12490001,12500000,-0.0871,irio-yona
IV,12500001,12510000,0.0119,irio-yona
IV,12510001,12520000,0.0018,irio-yona
IV,12520001,12530000,-0.0514,irio-yona
IV,12530001,12540000,0.0044,irio-yona
IV,12540001,12550000,-0.0265,irio-yona
IV,12550001,12560000,0.0128,irio-yona
IV,12590001,12600000,-0.003,irio-yona
IV,12600001,12610000,0.0369,irio-yona
IV,12610001,12620000,-0.0528,irio-yona
IV,12620001,12630000,-0.075,irio-yona
IV,12630001,12640000,0.0105,irio-yona
IV,12650001,12660000,-0.0356,irio-yona
IV,12660001,12670000,0.0599,irio-yona
IV,12670001,12680000,-0.0504,irio-yona
IV,12680001,12690000,-0.0216,irio-yona
IV,12690001,12700000,0.0196,irio-yona
IV,12700001,12710000,0.0203,irio-yona
IV,12710001,12720000,0.0752,irio-yona
IV,12720001,12730000,0.1264,irio-yona
IV,12730001,12740000,-0.0046,irio-yona
IV,12750001,12760000,0.136,irio-yona
IV,12760001,12770000,-0.023,irio-yona
IV,12850001,12860000,0.0302,irio-yona
IV,12860001,12870000,-0.0279,irio-yona
IV,12870001,12880000,0.0311,irio-yona
IV,12880001,12890000,-0.0023,irio-yona
IV,12890001,12900000,-0.016,irio-yona
IV,12900001,12910000,0.0187,irio-yona
IV,12910001,12920000,0.0039,irio-yona
IV,12920001,12930000,0.031,irio-yona
IV,12930001,12940000,0.1811,irio-yona
IV,12940001,12950000,0.0303,irio-yona
IV,12950001,12960000,0.0191,irio-yona
IV,12960001,12970000,0.0031,irio-yona
IV,12970001,12980000,0.0224,irio-yona
IV,12980001,12990000,-0.0258,irio-yona
IV,13000001,13010000,0.0249,irio-yona
IV,13010001,13020000,0.0168,irio-yona
IV,13020001,13030000,-0.012,irio-yona
IV,13030001,13040000,-0.0322,irio-yona
IV,13040001,13050000,0.0559,irio-yona
IV,13070001,13080000,0.0228,irio-yona
IV,13080001,13090000,0.0364,irio-yona
IV,13090001,13100000,0.0174,irio-yona
IV,13100001,13110000,-0.0972,irio-yona
IV,13110001,13120000,-0.1163,irio-yona
IV,13120001,13130000,0.0573,irio-yona
IV,13130001,13140000,-0.0105,irio-yona
IV,13140001,13150000,0.0017,irio-yona
IV,13150001,13160000,0.0347,irio-yona
IV,13160001,13170000,0.0298,irio-yona
IV,13170001,13180000,0.0105,irio-yona
IV,13180001,13190000,0.1024,irio-yona
IV,13190001,13200000,-0.0196,irio-yona
IV,13200001,13210000,0.0339,irio-yona
IV,13230001,13240000,-0.0183,irio-yona
IV,13240001,13250000,0.0071,irio-yona
IV,13260001,13270000,0.0294,irio-yona
IV,13270001,13280000,-0.0243,irio-yona
IV,13300001,13310000,0.0103,irio-yona
IV,13330001,13340000,0.0005,irio-yona
IV,13340001,13350000,-0.0074,irio-yona
IV,13350001,13360000,0.0009,irio-yona
IV,13360001,13370000,-0.0394,irio-yona
IV,13370001,13380000,0.0558,irio-yona
IV,13380001,13390000,-0.0449,irio-yona
IV,13390001,13400000,-0.0447,irio-yona
IV,13410001,13420000,-0.0075,irio-yona
IV,13420001,13430000,-0.0318,irio-yona
IV,13430001,13440000,-0.0316,irio-yona
IV,13440001,13450000,0.0712,irio-yona
IV,13450001,13460000,0.0201,irio-yona
IV,13460001,13470000,0.0723,irio-yona
IV,13470001,13480000,0.1603,irio-yona
IV,13480001,13490000,0.0116,irio-yona
IV,13490001,13500000,-0.012,irio-yona
IV,13500001,13510000,0.0106,irio-yona
IV,13510001,13520000,0.0673,irio-yona
IV,13530001,13540000,-0.0006,irio-yona
IV,13540001,13550000,0.0357,irio-yona
IV,13550001,13560000,0.0925,irio-yona
IV,13560001,13570000,-0.0006,irio-yona
IV,13570001,13580000,-0.0081,irio-yona
IV,13580001,13590000,-0.0365,irio-yona
IV,13590001,13600000,0.0019,irio-yona
IV,13600001,13610000,0.0022,irio-yona
IV,13610001,13620000,-0.0287,irio-yona
IV,13620001,13630000,-0.022,irio-yona
IV,13630001,13640000,-0.0389,irio-yona
IV,13640001,13650000,0.0181,irio-yona
IV,13650001,13660000,0.0241,irio-yona
IV,13690001,13700000,0.1109,irio-yona
IV,13700001,13710000,0.1104,irio-yona
IV,13710001,13720000,-0.0131,irio-yona
IV,13720001,13730000,-0.0449,irio-yona
IV,13730001,13740000,0.0339,irio-yona
IV,13740001,13750000,0.0167,irio-yona
IV,13750001,13760000,0.0172,irio-yona
IV,13760001,13770000,-0.0152,irio-yona
IV,13770001,13780000,0.0405,irio-yona
IV,13780001,13790000,-0.0143,irio-yona
IV,13790001,13800000,0.0966,irio-yona
IV,13800001,13810000,-0.0015,irio-yona
IV,13810001,13820000,-0.0214,irio-yona
IV,13820001,13830000,0.0949,irio-yona
IV,13840001,13850000,-0.0048,irio-yona
IV,13850001,13860000,0.0253,irio-yona
IV,13860001,13870000,0.0221,irio-yona
IV,13870001,13880000,-0.004,irio-yona
IV,13880001,13890000,0.0664,irio-yona
IV,13890001,13900000,0.0062,irio-yona
IV,13900001,13910000,0.0712,irio-yona
IV,13930001,13940000,0.1603,irio-yona
IV,13940001,13950000,0.0321,irio-yona
IV,13960001,13970000,0.0381,irio-yona
IV,13970001,13980000,0.0432,irio-yona
IV,13980001,13990000,0.0264,irio-yona
IV,13990001,14000000,0.0296,irio-yona
IV,14000001,14010000,0.0083,irio-yona
IV,14020001,14030000,0.0219,irio-yona
IV,14030001,14040000,0.0845,irio-yona
IV,14040001,14050000,-0.0164,irio-yona
IV,14050001,14060000,-0.0297,irio-yona
IV,14060001,14070000,-0.088,irio-yona
IV,14070001,14080000,0.1372,irio-yona
IV,14080001,14090000,-0.0066,irio-yona
IV,14090001,14100000,-0.0294,irio-yona
IV,14100001,14110000,0.0212,irio-yona
IV,14110001,14120000,0.0455,irio-yona
IV,14120001,14130000,0.2948,irio-yona
IV,14130001,14140000,-0.0157,irio-yona
IV,14140001,14150000,-0.0049,irio-yona
IV,14170001,14180000,-0.0123,irio-yona
