chr,start,end,mid,sites,pi_all,codon_position
III,2910001,2920000,2916676,161,0.0024,3
III,2920001,2930000,2927735,264,0.0,3
III,2940001,2950000,2942330,227,0.0021,3
III,3000001,3010000,3002712,229,0.0012,3
III,3060001,3070000,3065716,232,0.0048,3
III,3130001,3140000,3133682,166,0.0,3
III,3170001,3180000,3175865,541,0.0022,3
III,3200001,3210000,3205276,199,0.0162,3
III,3240001,3250000,3247310,174,0.0,3
III,3250001,3260000,3255394,194,0.0025,3
III,3370001,3380000,3378988,160,0.0012,3
III,3400001,3410000,3405280,323,0.0008,3
III,3410001,3420000,3417563,314,0.0012,3
III,3440001,3450000,3441070,280,0.0,3
III,3450001,3460000,3456138,576,0.0002,3
III,3480001,3490000,3483674,310,0.0003,3
III,3490001,3500000,3493819,476,0.0002,3
III,3500001,3510000,3505388,243,0.0007,3
III,3510001,3520000,3511791,199,0.0,3
III,3520001,3530000,3523744,272,0.0019,3
III,3550001,3560000,3554349,161,0.0,3
III,3640001,3650000,3647661,217,0.0016,3
III,3650001,3660000,3652750,284,0.0008,3
III,3700001,3710000,3702714,330,0.0,3
III,3710001,3720000,3713610,562,0.0013,3
III,3750001,3760000,3756149,179,0.0,3
III,3770001,3780000,3774679,418,0.0008,3
III,3790001,3800000,3791745,210,0.002,3
III,3820001,3830000,3825437,248,0.0003,3
III,3830001,3840000,3835622,517,0.0028,3
III,3840001,3850000,3844318,394,0.0029,3
III,3850001,3860000,3854719,221,0.0004,3
III,3900001,3910000,3907423,435,0.0006,3
III,3910001,3920000,3914505,690,0.0007,3
III,3920001,3930000,3923825,202,0.0004,3
III,4030001,4040000,4032381,245,0.0009,3
III,4050001,4060000,4057456,412,0.0009,3
III,4080001,4090000,4084564,430,0.0012,3
III,4090001,4100000,4095454,239,0.0,3
III,4120001,4130000,4127938,188,0.0004,3
III,4150001,4160000,4152799,417,0.0006,3
III,4170001,4180000,4172873,265,0.0003,3
III,4180001,4190000,4184613,579,0.0003,3
III,4190001,4200000,4193155,301,0.0,3
III,4200001,4210000,4205880,272,0.0,3
III,4210001,4220000,4213102,321,0.0,3
III,4240001,4250000,4243175,287,0.0,3
III,4250001,4260000,4255974,680,0.0,3
III,4260001,4270000,4266763,374,0.0,3
III,4280001,4290000,4288529,253,0.0,3
III,4290001,4300000,4292242,297,0.0003,3
III,4300001,4310000,4305329,436,0.0,3
III,4310001,4320000,4312787,442,0.0002,3
III,4330001,4340000,4337513,186,0.0,3
III,4340001,4350000,4344306,262,0.0003,3
III,4360001,4370000,4366168,338,0.0016,3
III,4370001,4380000,4371981,188,0.001,3
III,4380001,4390000,4384035,341,0.0,3
III,4400001,4410000,4404177,397,0.0002,3
III,4410001,4420000,4412597,326,0.0028,3
III,4420001,4430000,4422926,354,0.0002,3
III,4430001,4440000,4433020,248,0.0013,3
III,4470001,4480000,4474369,321,0.0,3
III,4520001,4530000,4525272,664,0.0,3
III,4530001,4540000,4535172,1018,0.0002,3
III,4540001,4550000,4543670,452,0.0004,3
III,4550001,4560000,4556662,201,0.0,3
III,4560001,4570000,4568094,189,0.0,3
III,4570001,4580000,4576232,441,0.0004,3
III,4580001,4590000,4585400,436,0.0,3
III,4590001,4600000,4592638,197,0.0008,3
III,4600001,4610000,4607386,498,0.0002,3
III,4610001,4620000,4613758,300,0.0003,3
III,4620001,4630000,4626632,425,0.0016,3
III,4640001,4650000,4643905,256,0.0003,3
III,4670001,4680000,4675838,261,0.0003,3
III,4690001,4700000,4695133,828,0.0001,3
III,4700001,4710000,4704449,530,0.0002,3
III,4710001,4720000,4716419,790,0.0006,3
III,4720001,4730000,4727633,540,0.0012,3
III,4730001,4740000,4733824,184,0.0009,3
III,4750001,4760000,4756799,540,0.0,3
III,4770001,4780000,4773568,394,0.0,3
III,4780001,4790000,4785513,589,0.0004,3
III,4800001,4810000,4803285,249,0.0,3
III,4810001,4820000,4817197,207,0.0004,3
III,4820001,4830000,4823493,238,0.0023,3
III,4840001,4850000,4845200,436,0.0037,3
III,4850001,4860000,4854280,565,0.0001,3
III,4860001,4870000,4867008,317,0.0003,3
III,4870001,4880000,4875633,199,0.0,3
III,4880001,4890000,4885881,468,0.0012,3
III,4890001,4900000,4895026,365,0.0002,3
III,4900001,4910000,4903897,395,0.0011,3
III,4910001,4920000,4914427,471,0.001,3
III,4920001,4930000,4927470,221,0.0004,3
III,4930001,4940000,4936472,415,0.0002,3
III,4940001,4950000,4941269,198,0.0023,3
III,4950001,4960000,4955624,342,0.0005,3
III,4970001,4980000,4974301,352,0.0004,3
III,4990001,5000000,4994706,609,0.0005,3
III,5000001,5010000,5004735,311,0.0003,3
III,5030001,5040000,5036959,189,0.0,3
III,5040001,5050000,5049140,228,0.0,3
III,5050001,5060000,5057644,180,0.0005,3
III,5060001,5070000,5061781,418,0.0,3
III,5100001,5110000,5105379,715,0.0003,3
III,5110001,5120000,5113334,461,0.0024,3
III,5150001,5160000,5155775,431,0.0013,3
III,5160001,5170000,5165077,542,0.0,3
III,5170001,5180000,5174396,569,0.0,3
III,5180001,5190000,5188495,406,0.0008,3
III,5190001,5200000,5196462,676,0.0001,3
III,5200001,5210000,5206278,398,0.0,3
III,5220001,5230000,5227592,607,0.0006,3
III,5230001,5240000,5236717,699,0.0005,3
III,5250001,5260000,5257014,589,0.0001,3
III,5260001,5270000,5263878,412,0.0017,3
III,5270001,5280000,5273056,254,0.0,3
III,5300001,5310000,5304485,363,0.0012,3
III,5320001,5330000,5325726,672,0.0006,3
III,5330001,5340000,5332188,169,0.0026,3
III,5360001,5370000,5364093,260,0.0,3
III,5380001,5390000,5387533,399,0.0005,3
III,5390001,5400000,5395033,327,0.0002,3
III,5400001,5410000,5407175,305,0.0014,3
III,5430001,5440000,5432980,196,0.0,3
III,5440001,5450000,5443812,206,0.0,3
III,5450001,5460000,5453703,484,0.0007,3
III,5460001,5470000,5465804,168,0.0,3
III,5480001,5490000,5483961,558,0.0007,3
III,5490001,5500000,5493631,380,0.0009,3
III,5510001,5520000,5514272,439,0.0,3
III,5530001,5540000,5534131,609,0.0001,3
III,5540001,5550000,5544802,364,0.0014,3
III,5550001,5560000,5555505,314,0.0011,3
III,5580001,5590000,5584441,300,0.0003,3
III,5590001,5600000,5592948,207,0.0004,3
III,5600001,5610000,5608008,400,0.0002,3
III,5610001,5620000,5615559,337,0.0002,3
III,5660001,5670000,5667578,196,0.0,3
III,5670001,5680000,5674631,372,0.0016,3
III,5690001,5700000,5695977,197,0.0,3
III,5700001,5710000,5704732,428,0.0002,3
III,5720001,5730000,5726154,411,0.0006,3
III,5730001,5740000,5737583,189,0.0,3
III,5740001,5750000,5744575,370,0.0002,3
III,5770001,5780000,5775384,600,0.0007,3
III,5790001,5800000,5794678,463,0.0011,3
III,5800001,5810000,5804415,538,0.0018,3
III,5850001,5860000,5854933,571,0.0,3
III,5860001,5870000,5862975,354,0.0,3
III,5870001,5880000,5874037,306,0.0,3
III,5880001,5890000,5885747,423,0.0011,3
III,5900001,5910000,5907624,324,0.0,3
III,5910001,5920000,5912431,445,0.0002,3
III,5920001,5930000,5925806,408,0.0002,3
III,5940001,5950000,5943276,697,0.001,3
III,5950001,5960000,5955452,309,0.0003,3
III,5960001,5970000,5965025,451,0.0002,3
III,5990001,6000000,5994661,203,0.0004,3
III,6010001,6020000,6012930,414,0.0007,3
III,6020001,6030000,6023524,562,0.0001,3
III,6030001,6040000,6033801,247,0.0003,3
III,6050001,6060000,6052293,410,0.0,3
III,6120001,6130000,6122800,381,0.0004,3
III,6160001,6170000,6166487,294,0.0012,3
III,6170001,6180000,6175458,372,0.0,3
III,6200001,6210000,6202996,255,0.0,3
III,6220001,6230000,6226815,239,0.0,3
III,6230001,6240000,6234465,231,0.0019,3
III,6240001,6250000,6244456,207,0.0,3
III,6250001,6260000,6257173,180,0.0,3
III,6260001,6270000,6262255,218,0.0004,3
III,6270001,6280000,6275762,601,0.0004,3
III,6280001,6290000,6283009,285,0.0003,3
III,6290001,6300000,6295886,176,0.0,3
III,6340001,6350000,6345111,401,0.0,3
III,6360001,6370000,6366013,236,0.0021,3
III,6370001,6380000,6377878,585,0.0003,3
III,6380001,6390000,6385617,557,0.0011,3
III,6410001,6420000,6413574,372,0.0009,3
III,6430001,6440000,6436130,650,0.0019,3
III,6440001,6450000,6445411,693,0.001,3
III,6450001,6460000,6455516,534,0.001,3
III,6460001,6470000,6464685,436,0.0012,3
III,6480001,6490000,6485901,346,0.0,3
III,6500001,6510000,6507901,191,0.0004,3
III,6540001,6550000,6549520,180,0.0004,3
III,6550001,6560000,6555664,297,0.0,3
III,6580001,6590000,6587652,238,0.0009,3
III,6590001,6600000,6597347,250,0.0011,3
III,6610001,6620000,6615497,588,0.0016,3
III,6620001,6630000,6623453,220,0.0,3
III,6700001,6710000,6705874,425,0.002,3
III,6710001,6720000,6715157,341,0.0,3
III,6720001,6730000,6721660,419,0.0,3
III,6730001,6740000,6735053,436,0.0018,3
III,6750001,6760000,6755648,810,0.0039,3
III,6760001,6770000,6765824,789,0.0013,3
III,6780001,6790000,6787063,200,0.0,3
III,6790001,6800000,6794225,350,0.0002,3
III,6810001,6820000,6813084,378,0.0,3
III,6840001,6850000,6843932,445,0.0,3
III,6860001,6870000,6864427,486,0.0,3
III,6880001,6890000,6886170,255,0.0,3
III,6890001,6900000,6894906,337,0.0017,3
III,6900001,6910000,6904310,280,0.0017,3
III,6930001,6940000,6933560,485,0.0009,3
III,6950001,6960000,6955196,807,0.0002,3
III,6960001,6970000,6964543,668,0.0014,3
III,6970001,6980000,6973672,380,0.0006,3
III,6980001,6990000,6981216,297,0.0,3
III,7010001,7020000,7017963,210,0.0,3
III,7020001,7030000,7025120,588,0.0012,3
III,7050001,7060000,7058921,275,0.0,3
III,7060001,7070000,7063468,442,0.0011,3
III,7070001,7080000,7075009,479,0.0,3
III,7120001,7130000,7123357,270,0.0003,3
III,7130001,7140000,7135220,274,0.0004,3
III,7140001,7150000,7144795,412,0.0019,3
III,7150001,7160000,7153367,223,0.0037,3
III,7160001,7170000,7164147,623,0.0008,3
III,7180001,7190000,7186326,327,0.0003,3
III,7190001,7200000,7196166,243,0.0003,3
III,7200001,7210000,7206783,228,0.0013,3
III,7220001,7230000,7223736,571,0.0003,3
III,7230001,7240000,7231813,171,0.0,3
III,7240001,7250000,7243480,237,0.0,3
III,7270001,7280000,7278620,165,0.001,3
III,7280001,7290000,7283600,789,0.0006,3
III,7290001,7300000,7292072,201,0.0023,3
III,7310001,7320000,7314326,195,0.0,3
III,7330001,7340000,7334833,208,0.0,3
III,7340001,7350000,7342382,270,0.0012,3
III,7350001,7360000,7356423,434,0.0009,3
III,7370001,7380000,7373113,225,0.0023,3
III,7380001,7390000,7383208,766,0.0009,3
III,7390001,7400000,7393050,183,0.0,3
III,7450001,7460000,7455328,259,0.0,3
III,7460001,7470000,7465491,364,0.0005,3
III,7480001,7490000,7484715,340,0.0002,3
III,7490001,7500000,7497157,192,0.0009,3
III,7500001,7510000,7502361,193,0.0004,3
III,7510001,7520000,7515533,744,0.0009,3
III,7520001,7530000,7523111,300,0.0003,3
III,7560001,7570000,7564390,274,0.0025,3
III,7570001,7580000,7576393,326,0.0021,3
III,7580001,7590000,7585525,225,0.0024,3
III,7600001,7610000,7607254,196,0.003,3
III,7630001,7640000,7635517,263,0.0,3
III,7650001,7660000,7653742,288,0.0003,3
III,7660001,7670000,7665545,368,0.0005,3
III,7690001,7700000,7692489,453,0.0002,3
III,7700001,7710000,7704530,771,0.0002,3
III,7740001,7750000,7745412,1117,0.0023,3
III,7750001,7760000,7751664,454,0.0011,3
III,7760001,7770000,7765899,506,0.0,3
III,7770001,7780000,7774523,248,0.0052,3
III,7820001,7830000,7826307,420,0.0002,3
III,7830001,7840000,7832190,274,0.0021,3
III,7850001,7860000,7858199,319,0.0018,3
III,7860001,7870000,7866305,331,0.0005,3
III,7880001,7890000,7885996,424,0.0,3
III,7900001,7910000,7905378,298,0.0,3
III,7910001,7920000,7916923,399,0.0,3
III,7920001,7930000,7927213,368,0.0024,3
III,7930001,7940000,7936387,603,0.0,3
III,7940001,7950000,7944277,572,0.0004,3
III,7950001,7960000,7954290,472,0.0007,3
III,7970001,7980000,7971721,294,0.0003,3
III,7980001,7990000,7985864,214,0.0004,3
III,8010001,8020000,8015082,420,0.0008,3
III,8020001,8030000,8024688,211,0.0004,3
III,8040001,8050000,8048292,215,0.0003,3
III,8070001,8080000,8075280,724,0.0005,3
III,8080001,8090000,8084663,652,0.0006,3
III,8110001,8120000,8114663,734,0.0001,3
III,8120001,8130000,8120436,174,0.0,3
III,8130001,8140000,8133876,193,0.0004,3
III,8140001,8150000,8142596,476,0.0,3
III,8160001,8170000,8168967,319,0.0,3
III,8180001,8190000,8185604,527,0.0002,3
III,8190001,8200000,8191806,339,0.0012,3
III,8200001,8210000,8206483,205,0.0,3
III,8220001,8230000,8226115,195,0.0,3
III,8240001,8250000,8245643,446,0.0002,3
III,8250001,8260000,8253016,428,0.0006,3
III,8260001,8270000,8264548,267,0.002,3
III,8300001,8310000,8307325,207,0.0,3
III,8310001,8320000,8316005,386,0.0006,3
III,8320001,8330000,8326618,207,0.0,3
III,8350001,8360000,8353737,243,0.0,3
III,8360001,8370000,8361572,320,0.001,3
III,8370001,8380000,8375297,485,0.0003,3
III,8380001,8390000,8385177,354,0.0,3
III,8400001,8410000,8402813,231,0.0004,3
III,8420001,8430000,8422847,282,0.0,3
III,8430001,8440000,8431040,345,0.0016,3
III,8440001,8450000,8446357,430,0.0004,3
III,8510001,8520000,8515942,215,0.0,3
III,8520001,8530000,8527118,305,0.0003,3
III,8530001,8540000,8534709,230,0.0,3
III,8580001,8590000,8585505,372,0.0,3
III,8590001,8600000,8593339,257,0.0003,3
III,8600001,8610000,8607232,479,0.001,3
III,8610001,8620000,8614275,242,0.0021,3
III,8630001,8640000,8632518,211,0.0,3
III,8660001,8670000,8662300,286,0.0,3
III,8670001,8680000,8675546,510,0.0005,3
III,8680001,8690000,8685304,350,0.0002,3
III,8690001,8700000,8691699,294,0.0,3
III,8700001,8710000,8703362,364,0.0,3
III,8720001,8730000,8724576,716,0.0007,3
III,8740001,8750000,8740829,183,0.0009,3
III,8750001,8760000,8755510,510,0.0005,3
III,8760001,8770000,8766063,197,0.0033,3
III,8770001,8780000,8774021,328,0.0,3
III,8790001,8800000,8794481,202,0.0004,3
III,8800001,8810000,8805717,471,0.0012,3
III,8880001,8890000,8884450,212,0.0004,3
III,8890001,8900000,8893380,433,0.0,3
III,8900001,8910000,8902817,279,0.0,3
III,8910001,8920000,8913608,337,0.0002,3
III,8920001,8930000,8922778,323,0.0019,3
III,8950001,8960000,8952624,178,0.0,3
III,8960001,8970000,8966896,283,0.0,3
III,8970001,8980000,8975688,511,0.0002,3
III,8990001,9000000,8996381,237,0.0016,3
III,9000001,9010000,9005371,230,0.0,3
III,9010001,9020000,9018796,216,0.0025,3
III,9020001,9030000,9024110,227,0.0,3
III,9040001,9050000,9047742,619,0.0005,3
III,9050001,9060000,9054358,229,0.001,3
III,9060001,9070000,9063626,581,0.001,3
III,9080001,9090000,9085874,730,0.0001,3
III,9090001,9100000,9096807,392,0.0004,3
III,9100001,9110000,9108272,259,0.0003,3
III,9120001,9130000,9124381,671,0.0001,3
III,9130001,9140000,9137875,244,0.0007,3
III,9150001,9160000,9157114,178,0.0005,3
III,9160001,9170000,9167091,328,0.0,3
III,9180001,9190000,9187307,371,0.0002,3
III,9220001,9230000,9226998,379,0.0,3
III,9230001,9240000,9232284,181,0.0,3
III,9240001,9250000,9245157,294,0.0003,3
III,9260001,9270000,9263519,203,0.0,3
III,9290001,9300000,9294573,172,0.001,3
III,9320001,9330000,9324946,234,0.0,3
III,9330001,9340000,9336900,276,0.0,3
III,9340001,9350000,9342188,509,0.0003,3
III,9380001,9390000,9386775,470,0.0003,3
III,9390001,9400000,9394863,616,0.0007,3
III,9420001,9430000,9422758,224,0.0042,3
III,9430001,9440000,9437377,349,0.0002,3
III,9440001,9450000,9442600,213,0.0,3
III,9460001,9470000,9464940,572,0.0003,3
III,9490001,9500000,9493165,600,0.0001,3
III,9510001,9520000,9513059,231,0.0009,3
III,9520001,9530000,9523135,682,0.0,3
III,9540001,9550000,9545742,363,0.0,3
III,9570001,9580000,9575464,605,0.0009,3
III,9580001,9590000,9584456,210,0.0,3
III,9590001,9600000,9596008,461,0.0011,3
III,9600001,9610000,9606647,192,0.0021,3
III,9610001,9620000,9612846,333,0.0005,3
III,9620001,9630000,9625858,335,0.0014,3
III,9650001,9660000,9654980,189,0.0,3
III,9670001,9680000,9678397,350,0.0,3
III,9680001,9690000,9685134,299,0.0,3
III,9700001,9710000,9705510,168,0.0,3
III,9710001,9720000,9717623,281,0.0,3
III,9740001,9750000,9747124,348,0.0002,3
III,9750001,9760000,9757391,284,0.0,3
III,9760001,9770000,9765954,585,0.0,3
III,9780001,9790000,9785973,210,0.0,3
III,9790001,9800000,9796378,238,0.0,3
III,9800001,9810000,9804250,839,0.0003,3
III,9810001,9820000,9813496,512,0.0009,3
III,9820001,9830000,9827003,189,0.0018,3
III,9830001,9840000,9832132,174,0.0,3
III,9860001,9870000,9865345,306,0.0,3
III,9890001,9900000,9893904,275,0.0075,3
III,9900001,9910000,9904060,224,0.0034,3
III,9930001,9940000,9937649,314,0.0395,3
III,9940001,9950000,9945578,505,0.0136,3
III,9950001,9960000,9952937,594,0.0073,3
III,9990001,10000000,9997128,288,0.0,3
III,10010001,10020000,10014333,420,0.0011,3
III,10030001,10040000,10037829,268,0.0016,3
III,10040001,10050000,10045037,750,0.0015,3
III,10060001,10070000,10066494,214,0.0,3
III,10070001,10080000,10073277,480,0.0027,3
III,10080001,10090000,10084622,183,0.0009,3
III,10110001,10120000,10115619,535,0.0007,3
III,10120001,10130000,10126021,207,0.0025,3
III,10130001,10140000,10133537,261,0.0,3
III,10160001,10170000,10163893,201,0.0014,3
III,10180001,10190000,10181873,444,0.001,3
III,10190001,10200000,10194344,208,0.0008,3
III,10200001,10210000,10205277,702,0.0004,3
III,10210001,10220000,10214519,276,0.0003,3
III,10230001,10240000,10233853,163,0.0007,3
III,10240001,10250000,10244728,502,0.0005,3
III,10250001,10260000,10258277,200,0.0004,3
III,10260001,10270000,10263447,472,0.0,3
III,10280001,10290000,10283739,319,0.0005,3
III,10290001,10300000,10295572,165,0.0,3
III,10300001,10310000,10304239,307,0.0011,3
III,10320001,10330000,10325155,386,0.0006,3
III,10330001,10340000,10334543,237,0.0013,3
III,10350001,10360000,10355302,292,0.0003,3
III,10400001,10410000,10405839,499,0.0008,3
III,10420001,10430000,10425153,379,0.0011,3
III,10430001,10440000,10432761,326,0.0003,3
III,10440001,10450000,10442407,296,0.0006,3
III,10450001,10460000,10456223,313,0.0025,3
III,10460001,10470000,10464957,218,0.0004,3
III,10470001,10480000,10474477,490,0.0012,3
III,10490001,10500000,10496061,228,0.0007,3
III,10560001,10570000,10567725,241,0.0013,3
III,10590001,10600000,10594510,653,0.0005,3
III,10640001,10650000,10646541,354,0.0,3
III,10660001,10670000,10663968,162,0.0,3
III,10670001,10680000,10674149,306,0.0034,3
III,10690001,10700000,10697045,276,0.0,3
III,10720001,10730000,10727123,550,0.0007,3
III,10740001,10750000,10745658,778,0.0012,3
III,10760001,10770000,10763476,337,0.0012,3
III,10780001,10790000,10788461,271,0.0019,3
III,10790001,10800000,10794043,200,0.0027,3
III,10810001,10820000,10814967,508,0.0,3
III,10840001,10850000,10845605,370,0.0,3
III,10850001,10860000,10851820,256,0.0003,3
III,10860001,10870000,10863358,211,0.0004,3
III,10870001,10880000,10875117,562,0.001,3
III,10890001,10900000,10896353,237,0.0009,3
III,10910001,10920000,10913293,211,0.0004,3
III,10930001,10940000,10938363,510,0.0011,3
III,10960001,10970000,10963331,171,0.0007,3
III,10970001,10980000,10974127,255,0.0003,3
III,10980001,10990000,10986568,218,0.0004,3
III,11020001,11030000,11022768,263,0.0,3
III,11060001,11070000,11066796,314,0.0,3
III,11070001,11080000,11075472,248,0.0013,3
III,11090001,11100000,11093856,198,0.0008,3
III,11140001,11150000,11145034,467,0.004,3
III,11210001,11220000,11216933,244,0.0026,3
III,11230001,11240000,11233306,220,0.0018,3
III,11280001,11290000,11287502,390,0.0015,3
III,11370001,11380000,11372534,161,0.0,3
III,11380001,11390000,11385242,165,0.0037,3
III,11420001,11430000,11425539,225,0.0014,3
III,11430001,11440000,11438164,187,0.0004,3
III,11520001,11530000,11527857,323,0.0036,3
III,11530001,11540000,11536369,295,0.0016,3
III,11540001,11550000,11542926,426,0.0028,3
III,11580001,11590000,11582697,262,0.0091,3
III,11610001,11620000,11614354,190,0.0004,3
III,11700001,11710000,11707111,233,0.0025,3
III,11720001,11730000,11723717,343,0.0023,3
III,11760001,11770000,11764812,267,0.0006,3
III,11780001,11790000,11784732,335,0.0016,3
III,11910001,11920000,11916690,409,0.0038,3
III,11950001,11960000,11952664,161,0.004,3
III,11970001,11980000,11975574,461,0.0015,3
III,11990001,12000000,11994699,222,0.004,3
III,12040001,12050000,12046518,365,0.0029,3
III,12110001,12120000,12113223,226,0.0,3
III,12200001,12210000,12207260,201,0.0004,3
III,12210001,12220000,12216684,217,0.0032,3
III,12220001,12230000,12228075,280,0.0021,3
III,12240001,12250000,12248231,355,0.002,3
III,12280001,12290000,12285476,367,0.0029,3
III,12310001,12320000,12312232,201,0.0012,3
III,12370001,12380000,12378152,313,0.0003,3
III,12420001,12430000,12428084,170,0.0005,3
III,12440001,12450000,12448093,285,0.0036,3
III,12450001,12460000,12456701,355,0.0014,3
III,12460001,12470000,12463267,193,0.0021,3
III,12490001,12500000,12496873,446,0.0002,3
III,12500001,12510000,12505410,165,0.0033,3
III,12600001,12610000,12604478,166,0.0,3
III,12680001,12690000,12686935,227,0.0008,3
III,12710001,12720000,12716973,449,0.0009,3
III,12720001,12730000,12723450,252,0.0036,3
III,12730001,12740000,12736186,243,0.0003,3
III,12740001,12750000,12743092,176,0.0039,3
III,12780001,12790000,12788075,232,0.0014,3
III,12810001,12820000,12811020,254,0.0041,3
III,12870001,12880000,12876186,426,0.0002,3
III,12880001,12890000,12886435,307,0.0032,3
III,12920001,12930000,12926049,177,0.0005,3
III,12970001,12980000,12978027,247,0.0003,3
III,13000001,13010000,13005068,177,0.0,3
III,13020001,13030000,13023733,281,0.0006,3
III,13030001,13040000,13033222,190,0.0022,3
III,13150001,13160000,13154867,179,0.0009,3
III,13220001,13230000,13226715,223,0.0011,3
III,13250001,13260000,13253063,336,0.0003,3
III,13260001,13270000,13265751,365,0.0,3
III,13280001,13290000,13286984,220,0.0004,3
III,13300001,13310000,13303005,249,0.0007,3
III,13310001,13320000,13317965,358,0.0007,3
III,13320001,13330000,13322890,213,0.0,3
III,13340001,13350000,13345567,193,0.0,3
III,13350001,13360000,13354608,446,0.0,3
III,13390001,13400000,13396557,378,0.0014,3
III,13400001,13410000,13404431,164,0.0,3
III,13410001,13420000,13413332,169,0.0,3
III,13420001,13430000,13425200,474,0.0,3
III,13430001,13440000,13434598,257,0.0003,3
III,13450001,13460000,13455771,211,0.0014,3
III,13460001,13470000,13464232,319,0.0017,3
III,13480001,13490000,13485438,172,0.0,3
III,13500001,13510000,13504583,697,0.0,3
III,13510001,13520000,13512152,221,0.0004,3
III,13530001,13540000,13538915,192,0.0,3
III,13540001,13550000,13543604,288,0.0,3
III,13550001,13560000,13553030,316,0.0,3
III,13560001,13570000,13567327,224,0.0004,3
III,13620001,13630000,13626123,192,0.0004,3
III,13640001,13650000,13648305,193,0.0004,3
III,13650001,13660000,13653202,269,0.0003,3
III,13670001,13680000,13677430,227,0.0023,3
III,13680001,13690000,13684794,196,0.0004,3
III,13690001,13700000,13691293,315,0.001,3
III,13760001,13770000,13763009,516,0.0009,3
III,13770001,13780000,13771712,168,0.0005,3
IV,120001,130000,124329,203,0.0004,3
IV,210001,220000,217474,209,0.0004,3
IV,230001,240000,235358,397,0.0,3
IV,240001,250000,243109,170,0.0005,3
IV,250001,260000,254240,312,0.0,3
IV,260001,270000,265324,308,0.0009,3
IV,270001,280000,271606,171,0.0025,3
IV,280001,290000,288968,199,0.0011,3
IV,310001,320000,315412,362,0.0007,3
IV,320001,330000,327365,234,0.0007,3
IV,350001,360000,354578,246,0.0007,3
IV,360001,370000,363596,618,0.0005,3
IV,370001,380000,372662,246,0.0003,3
IV,380001,390000,385942,237,0.0,3
IV,390001,400000,394813,320,0.0,3
IV,420001,430000,424935,275,0.0007,3
IV,430001,440000,433887,481,0.0018,3
IV,520001,530000,521801,163,0.0059,3
IV,570001,580000,576660,377,0.0008,3
IV,630001,640000,631302,185,0.0021,3
IV,650001,660000,652642,212,0.0011,3
IV,670001,680000,674969,167,0.0036,3
IV,680001,690000,688054,187,0.0051,3
IV,760001,770000,765854,177,0.0049,3
IV,790001,800000,791883,176,0.0039,3
IV,800001,810000,804497,192,0.005,3
IV,830001,840000,832668,186,0.0041,3
IV,850001,860000,854507,253,0.0018,3
IV,860001,870000,863130,194,0.0015,3
IV,870001,880000,872312,327,0.0007,3
IV,920001,930000,924641,307,0.001,3
IV,930001,940000,934848,233,0.0015,3
IV,940001,950000,941557,202,0.0025,3
IV,960001,970000,967541,332,0.001,3
IV,970001,980000,974269,238,0.0048,3
IV,1010001,1020000,1014493,191,0.0023,3
IV,1190001,1200000,1193882,175,0.0078,3
IV,1220001,1230000,1224931,184,0.0042,3
IV,1240001,1250000,1247693,208,0.0093,3
IV,1410001,1420000,1414367,313,0.0031,3
IV,1420001,1430000,1424995,165,0.0036,3
IV,1430001,1440000,1435291,304,0.0115,3
IV,1450001,1460000,1459078,188,0.0,3
IV,1510001,1520000,1513677,185,0.0005,3
IV,1540001,1550000,1547850,186,0.0017,3
IV,1550001,1560000,1554326,228,0.0054,3
IV,1560001,1570000,1564788,244,0.0082,3
IV,1580001,1590000,1583818,183,0.0009,3
IV,1630001,1640000,1633591,285,0.003,3
IV,1700001,1710000,1701454,196,0.0009,3
IV,1740001,1750000,1744591,220,0.0033,3
IV,1960001,1970000,1965700,392,0.0011,3
IV,2010001,2020000,2016899,188,0.0,3
IV,2030001,2040000,2036687,295,0.0044,3
IV,2080001,2090000,2086244,187,0.0011,3
IV,2120001,2130000,2125778,176,0.0,3
IV,2150001,2160000,2153976,265,0.0,3
IV,2170001,2180000,2177455,239,0.0,3
IV,2180001,2190000,2184000,189,0.0012,3
IV,2200001,2210000,2204930,202,0.0024,3
IV,2220001,2230000,2228940,207,0.0,3
IV,2230001,2240000,2236717,561,0.0058,3
IV,2240001,2250000,2244372,265,0.0043,3
IV,2340001,2350000,2346429,196,0.0008,3
IV,2370001,2380000,2376043,281,0.0028,3
IV,2400001,2410000,2404236,160,0.0019,3
IV,2440001,2450000,2441237,183,0.0034,3
IV,2450001,2460000,2455843,260,0.0003,3
IV,2490001,2500000,2493026,417,0.0028,3
IV,2600001,2610000,2606320,187,0.0,3
IV,2610001,2620000,2614029,308,0.0,3
IV,2640001,2650000,2643577,164,0.0023,3
IV,2650001,2660000,2655595,198,0.0,3
IV,2660001,2670000,2665065,356,0.0,3
IV,2670001,2680000,2676195,174,0.0014,3
IV,2760001,2770000,2766415,231,0.0049,3
IV,2800001,2810000,2806043,194,0.0021,3
IV,2830001,2840000,2835437,212,0.0,3
IV,2840001,2850000,2846080,257,0.0005,3
IV,2920001,2930000,2921632,164,0.0,3
IV,3020001,3030000,3025278,260,0.0003,3
IV,3030001,3040000,3037598,269,0.0017,3
IV,3040001,3050000,3045163,485,0.0007,3
IV,3070001,3080000,3074306,330,0.0033,3
IV,3110001,3120000,3116136,233,0.0003,3
IV,3230001,3240000,3233696,203,0.005,3
IV,3260001,3270000,3261515,178,0.0041,3
