chr,start,end,mid,sites,pi_all,fold_degeneracy
IV,8750001,8760000,8755456,345,0.0,2
IV,8760001,8770000,8767259,451,0.0007,2
IV,8830001,8840000,8833522,314,0.0,2
IV,8840001,8850000,8844292,214,0.0004,2
IV,8850001,8860000,8857655,334,0.0,2
IV,8860001,8870000,8866721,259,0.0,2
IV,8900001,8910000,8905973,200,0.0012,2
IV,8920001,8930000,8925036,362,0.0002,2
IV,8960001,8970000,8969469,188,0.0,2
IV,8970001,8980000,8975796,224,0.0,2
IV,8980001,8990000,8986745,180,0.0005,2
IV,8990001,9000000,8994487,161,0.0,2
IV,9010001,9020000,9018971,186,0.0,2
IV,9020001,9030000,9024873,199,0.0,2
IV,9030001,9040000,9031928,312,0.0003,2
IV,9070001,9080000,9076831,374,0.0008,2
IV,9080001,9090000,9085083,203,0.0008,2
IV,9090001,9100000,9095893,202,0.0004,2
IV,9100001,9110000,9105008,351,0.0,2
IV,9130001,9140000,9136317,404,0.0004,2
IV,9150001,9160000,9155999,537,0.0008,2
IV,9160001,9170000,9162771,190,0.0008,2
IV,9200001,9210000,9206436,276,0.0003,2
IV,9210001,9220000,9215909,187,0.0,2
IV,9260001,9270000,9263597,287,0.0003,2
IV,9270001,9280000,9275051,197,0.0,2
IV,9280001,9290000,9282853,314,0.0007,2
IV,9300001,9310000,9305015,172,0.0,2
IV,9310001,9320000,9316243,192,0.0004,2
IV,9320001,9330000,9326128,315,0.0003,2
IV,9330001,9340000,9335460,207,0.0025,2
IV,9340001,9350000,9342828,325,0.0,2
IV,9380001,9390000,9385813,195,0.0,2
IV,9390001,9400000,9394672,525,0.0,2
IV,9420001,9430000,9422559,364,0.0,2
IV,9430001,9440000,9438887,173,0.0,2
IV,9440001,9450000,9444802,219,0.0,2
IV,9450001,9460000,9453525,205,0.0008,2
IV,9480001,9490000,9482923,170,0.0,2
IV,9500001,9510000,9502805,307,0.0,2
IV,9540001,9550000,9544813,269,0.0006,2
IV,9560001,9570000,9565477,172,0.0,2
IV,9620001,9630000,9626353,181,0.0,2
IV,9640001,9650000,9646176,182,0.0,2
IV,9660001,9670000,9665393,284,0.0,2
IV,9680001,9690000,9683062,277,0.0009,2
IV,9700001,9710000,9703970,390,0.0,2
IV,9730001,9740000,9731881,225,0.0,2
IV,9770001,9780000,9778823,176,0.0009,2
IV,9790001,9800000,9792069,221,0.0004,2
IV,9800001,9810000,9802148,243,0.0,2
IV,9820001,9830000,9825824,412,0.0004,2
IV,9840001,9850000,9843412,255,0.0003,2
IV,9880001,9890000,9884151,443,0.0,2
IV,9900001,9910000,9900985,214,0.0,2
IV,9930001,9940000,9936041,459,0.0,2
IV,9940001,9950000,9941993,370,0.0,2
IV,9970001,9980000,9974788,413,0.0002,2
IV,9980001,9990000,9984059,511,0.0003,2
IV,9990001,10000000,9993576,402,0.001,2
IV,10000001,10010000,10003558,190,0.0009,2
IV,10050001,10060000,10056116,295,0.0,2
IV,10070001,10080000,10075613,432,0.0002,2
IV,10080001,10090000,10087009,283,0.0,2
IV,10090001,10100000,10095584,488,0.0003,2
IV,10100001,10110000,10104893,171,0.0,2
IV,10110001,10120000,10118754,181,0.0,2
IV,10120001,10130000,10124424,305,0.0,2
IV,10130001,10140000,10132715,344,0.0,2
IV,10140001,10150000,10146881,633,0.0001,2
IV,10150001,10160000,10154575,438,0.0,2
IV,10160001,10170000,10166810,851,0.0,2
IV,10170001,10180000,10176779,165,0.0,2
IV,10180001,10190000,10184799,347,0.0,2
IV,10190001,10200000,10198518,211,0.0,2
IV,10200001,10210000,10204085,253,0.0,2
IV,10210001,10220000,10215326,390,0.0004,2
IV,10220001,10230000,10229287,169,0.0,2
IV,10230001,10240000,10235152,563,0.0,2
IV,10240001,10250000,10247209,199,0.0,2
IV,10250001,10260000,10256768,325,0.0003,2
IV,10290001,10300000,10295834,317,0.0008,2
IV,10350001,10360000,10356601,289,0.0,2
IV,10360001,10370000,10364573,380,0.0,2
IV,10380001,10390000,10384837,272,0.0003,2
IV,10390001,10400000,10391676,306,0.0003,2
IV,10410001,10420000,10413915,452,0.0,2
IV,10440001,10450000,10444787,273,0.0,2
IV,10470001,10480000,10476883,260,0.0,2
IV,10480001,10490000,10487243,189,0.0,2
IV,10490001,10500000,10493602,310,0.0003,2
IV,10530001,10540000,10534703,180,0.0009,2
IV,10540001,10550000,10547481,186,0.0,2
IV,10550001,10560000,10557355,398,0.0013,2
IV,10580001,10590000,10584918,258,0.0,2
IV,10600001,10610000,10608056,199,0.0,2
IV,10610001,10620000,10618591,227,0.0,2
IV,10660001,10670000,10664685,520,0.0005,2
IV,10670001,10680000,10675031,1014,0.0004,2
IV,10680001,10690000,10683877,198,0.0008,2
IV,10690001,10700000,10693173,402,0.0002,2
IV,10740001,10750000,10747585,162,0.0,2
IV,10750001,10760000,10754043,176,0.0,2
IV,10760001,10770000,10765936,310,0.0018,2
IV,10830001,10840000,10835483,350,0.0013,2
IV,10840001,10850000,10840477,224,0.0,2
IV,10850001,10860000,10855712,204,0.0004,2
IV,10870001,10880000,10875147,211,0.0,2
IV,10880001,10890000,10883244,442,0.0004,2
IV,10900001,10910000,10904589,252,0.0007,2
IV,10920001,10930000,10925886,691,0.0001,2
IV,10930001,10940000,10937350,343,0.0004,2
IV,10950001,10960000,10952895,190,0.0012,2
IV,10960001,10970000,10962941,164,0.0,2
IV,10980001,10990000,10987031,252,0.0003,2
IV,11010001,11020000,11017330,403,0.0,2
IV,11020001,11030000,11025986,276,0.0,2
IV,11030001,11040000,11036105,208,0.0,2
IV,11040001,11050000,11043278,285,0.0005,2
IV,11060001,11070000,11064415,171,0.0,2
IV,11080001,11090000,11088009,261,0.0004,2
IV,11090001,11100000,11096979,264,0.0,2
IV,11100001,11110000,11103357,273,0.0006,2
IV,11120001,11130000,11125162,457,0.0004,2
IV,11140001,11150000,11143893,403,0.0,2
IV,11150001,11160000,11155411,314,0.0,2
IV,11160001,11170000,11162710,276,0.0,2
IV,11180001,11190000,11182143,394,0.0,2
IV,11210001,11220000,11212062,201,0.0,2
IV,11250001,11260000,11253585,365,0.0,2
IV,11260001,11270000,11265080,279,0.0013,2
IV,11290001,11300000,11294508,365,0.0004,2
IV,11300001,11310000,11301235,212,0.0,2
IV,11310001,11320000,11314319,393,0.0,2
IV,11320001,11330000,11325549,292,0.0,2
IV,11330001,11340000,11333052,697,0.0005,2
IV,11350001,11360000,11357776,285,0.0,2
IV,11360001,11370000,11367025,262,0.0,2
IV,11370001,11380000,11374003,382,0.0006,2
IV,11390001,11400000,11396493,296,0.0013,2
IV,11400001,11410000,11403512,231,0.0026,2
IV,11410001,11420000,11414116,364,0.0,2
IV,11440001,11450000,11442762,260,0.0006,2
IV,11460001,11470000,11463667,336,0.0,2
IV,11470001,11480000,11474713,358,0.0004,2
IV,11530001,11540000,11531322,161,0.0,2
IV,11560001,11570000,11564420,241,0.0,2
IV,11570001,11580000,11576534,427,0.0018,2
IV,11580001,11590000,11587098,227,0.0007,2
IV,11590001,11600000,11597058,355,0.0,2
IV,11620001,11630000,11624084,196,0.0,2
IV,11630001,11640000,11636885,389,0.0006,2
IV,11650001,11660000,11658197,231,0.0004,2
IV,11660001,11670000,11667682,344,0.0007,2
IV,11680001,11690000,11686156,484,0.0007,2
IV,11700001,11710000,11705803,249,0.0003,2
IV,11740001,11750000,11745053,428,0.0022,2
IV,11750001,11760000,11753624,300,0.0,2
IV,11880001,11890000,11884272,167,0.0034,2
IV,11900001,11910000,11902061,216,0.0004,2
IV,11910001,11920000,11918362,183,0.0,2
IV,11940001,11950000,11944963,437,0.0004,2
IV,11950001,11960000,11954866,547,0.001,2
IV,11970001,11980000,11977052,729,0.0008,2
IV,11980001,11990000,11985545,733,0.0,2
IV,12010001,12020000,12014496,160,0.0,2
IV,12040001,12050000,12043818,339,0.0,2
IV,12050001,12060000,12057570,185,0.0,2
IV,12070001,12080000,12077444,342,0.0,2
IV,12080001,12090000,12084133,221,0.0,2
IV,12090001,12100000,12095273,525,0.0,2
IV,12100001,12110000,12103798,313,0.0,2
IV,12110001,12120000,12115932,205,0.0,2
IV,12120001,12130000,12121953,190,0.0024,2
IV,12140001,12150000,12144650,766,0.0003,2
IV,12200001,12210000,12206089,180,0.0009,2
IV,12250001,12260000,12255306,192,0.0,2
IV,12260001,12270000,12266500,263,0.0,2
IV,12270001,12280000,12274545,607,0.0006,2
IV,12280001,12290000,12284419,418,0.0004,2
IV,12300001,12310000,12304469,221,0.0003,2
IV,12330001,12340000,12334400,282,0.0003,2
IV,12350001,12360000,12358527,210,0.0,2
IV,12380001,12390000,12381936,232,0.0014,2
IV,12390001,12400000,12395033,184,0.0012,2
IV,12400001,12410000,12407238,361,0.0006,2
IV,12430001,12440000,12433593,192,0.0018,2
IV,12440001,12450000,12444325,243,0.0037,2
IV,12450001,12460000,12451232,242,0.0007,2
IV,12490001,12500000,12494348,339,0.0002,2
IV,12500001,12510000,12504301,211,0.0,2
IV,12560001,12570000,12565671,269,0.0006,2
IV,12580001,12590000,12587897,191,0.0004,2
IV,12600001,12610000,12603809,272,0.0006,2
IV,12610001,12620000,12611023,189,0.0004,2
IV,12620001,12630000,12626498,162,0.0006,2
IV,12640001,12650000,12644536,235,0.0,2
IV,12650001,12660000,12655019,341,0.0,2
IV,12660001,12670000,12665943,265,0.0,2
IV,12700001,12710000,12707716,383,0.0,2
IV,12720001,12730000,12726122,242,0.0,2
IV,12770001,12780000,12776524,180,0.002,2
IV,12860001,12870000,12865548,330,0.0066,2
IV,12890001,12900000,12895952,162,0.0012,2
IV,12910001,12920000,12913421,237,0.0,2
IV,12940001,12950000,12944616,199,0.0008,2
IV,12990001,13000000,12991233,237,0.0076,2
IV,13030001,13040000,13033428,249,0.0,2
IV,13040001,13050000,13047172,283,0.0012,2
IV,13050001,13060000,13055546,239,0.0003,2
IV,13060001,13070000,13063913,225,0.0,2
IV,13080001,13090000,13088677,182,0.0,2
IV,13090001,13100000,13094809,387,0.0006,2
IV,13100001,13110000,13103803,304,0.0008,2
IV,13190001,13200000,13193463,356,0.0006,2
IV,13200001,13210000,13207552,202,0.0009,2
IV,13240001,13250000,13244120,285,0.0006,2
IV,13290001,13300000,13295662,325,0.0007,2
IV,13350001,13360000,13356091,190,0.0013,2
IV,13400001,13410000,13405297,212,0.0039,2
IV,13420001,13430000,13424469,220,0.0,2
IV,13440001,13450000,13446439,185,0.0005,2
IV,13470001,13480000,13474871,339,0.0,2
IV,13480001,13490000,13485530,209,0.0008,2
IV,13510001,13520000,13515994,169,0.0,2
IV,13520001,13530000,13526081,195,0.0054,2
IV,13560001,13570000,13566348,303,0.0,2
IV,13580001,13590000,13586258,296,0.0031,2
IV,13630001,13640000,13635427,215,0.0004,2
IV,13780001,13790000,13786411,272,0.0,2
IV,13830001,13840000,13834499,390,0.0,2
IV,13870001,13880000,13872314,192,0.0025,2
IV,13980001,13990000,13983603,215,0.0039,2
IV,14010001,14020000,14016007,257,0.0003,2
IV,14050001,14060000,14055497,175,0.0009,2
IV,14070001,14080000,14075764,305,0.0003,2
IV,14080001,14090000,14083276,255,0.0,2
IV,14150001,14160000,14156181,265,0.0021,2
IV,14190001,14200000,14196455,403,0.0004,2
IV,14320001,14330000,14325326,221,0.0007,2
IV,14420001,14430000,14422051,275,0.0014,2
IV,14510001,14520000,14518993,160,0.0349,2
IV,14520001,14530000,14524629,225,0.0037,2
IV,14570001,14580000,14574430,181,0.0059,2
IV,14690001,14700000,14695459,179,0.0009,2
IV,14710001,14720000,14713536,281,0.0009,2
IV,14750001,14760000,14756215,324,0.0,2
IV,14790001,14800000,14793151,229,0.0004,2
IV,14820001,14830000,14826551,280,0.0003,2
IV,15020001,15030000,15024980,249,0.0006,2
IV,15060001,15070000,15064849,184,0.0,2
IV,15320001,15330000,15326061,199,0.0072,2
IV,15550001,15560000,15553242,274,0.0006,2
IV,15710001,15720000,15717440,202,0.0004,2
IV,15870001,15880000,15875936,353,0.0002,2
IV,16650001,16660000,16653272,201,0.0,2
IV,16720001,16730000,16722264,236,0.0011,2
IV,16740001,16750000,16741809,283,0.0042,2
IV,16780001,16790000,16786744,270,0.0057,2
IV,16950001,16960000,16955011,169,0.001,2
IV,17080001,17090000,17083040,184,0.0,2
IV,17110001,17120000,17115086,556,0.0008,2
IV,17250001,17260000,17253691,243,0.0034,2
IV,17260001,17270000,17263499,231,0.01,2
IV,17270001,17280000,17273910,261,0.0101,2
IV,17290001,17300000,17298104,387,0.01,2
IV,17300001,17310000,17302197,317,0.0077,2
IV,17310001,17320000,17311988,395,0.0011,2
IV,17320001,17330000,17324222,246,0.0127,2
IV,17330001,17340000,17334334,623,0.0129,2
IV,17370001,17380000,17379147,226,0.0077,2
IV,17400001,17410000,17405247,278,0.0049,2
IV,17430001,17440000,17431898,174,0.0022,2
V,100001,110000,105920,312,0.0003,2
V,110001,120000,113566,377,0.0004,2
V,120001,130000,126169,348,0.0009,2
V,140001,150000,148589,327,0.002,2
V,150001,160000,153024,160,0.0016,2
V,160001,170000,166248,186,0.0,2
V,170001,180000,175176,349,0.0005,2
V,190001,200000,193830,163,0.0,2
V,240001,250000,241897,180,0.0,2
V,320001,330000,324085,179,0.0,2
V,340001,350000,345912,183,0.0033,2
V,350001,360000,355132,206,0.0011,2
V,380001,390000,385533,243,0.0011,2
V,420001,430000,424315,204,0.0254,2
V,430001,440000,436850,298,0.0245,2
V,460001,470000,462897,222,0.0147,2
V,490001,500000,492472,275,0.0172,2
V,530001,540000,534700,262,0.0265,2
V,540001,550000,546249,205,0.008,2
V,600001,610000,603861,230,0.0087,2
V,610001,620000,613092,170,0.0041,2
V,640001,650000,643758,204,0.0035,2
V,650001,660000,653885,194,0.0031,2
V,660001,670000,665574,289,0.0113,2
V,670001,680000,675973,221,0.0163,2
V,680001,690000,686098,215,0.0195,2
V,720001,730000,726183,225,0.0056,2
V,740001,750000,745711,163,0.0017,2
V,810001,820000,816676,298,0.0005,2
V,830001,840000,834858,235,0.0007,2
V,1020001,1030000,1021733,180,0.0009,2
V,1080001,1090000,1086785,293,0.0044,2
V,1140001,1150000,1143213,206,0.0012,2
V,1170001,1180000,1174252,331,0.0002,2
V,1260001,1270000,1265439,255,0.0,2
V,1270001,1280000,1275889,251,0.0034,2
V,1350001,1360000,1355348,255,0.0,2
V,1450001,1460000,1455213,177,0.0011,2
V,1500001,1510000,1504558,163,0.0,2
V,1520001,1530000,1528234,322,0.0126,2
V,1540001,1550000,1541029,288,0.0003,2
V,1660001,1670000,1667381,213,0.0022,2
V,1680001,1690000,1684352,361,0.0067,2
V,1720001,1730000,1723723,387,0.0,2
V,1870001,1880000,1874904,225,0.0015,2
V,1960001,1970000,1964694,249,0.0028,2
V,1970001,1980000,1972641,180,0.0018,2
V,2090001,2100000,2092638,235,0.0,2
V,2100001,2110000,2105326,304,0.001,2
V,2110001,2120000,2114528,312,0.0003,2
V,2120001,2130000,2128153,163,0.003,2
V,2190001,2200000,2196886,288,0.0028,2
V,2200001,2210000,2203379,439,0.0015,2
V,2220001,2230000,2225777,258,0.0,2
V,2230001,2240000,2235493,173,0.0053,2
V,2240001,2250000,2245938,285,0.0103,2
V,2250001,2260000,2255365,478,0.0037,2
V,2260001,2270000,2262838,285,0.0188,2
V,2270001,2280000,2275511,243,0.0067,2
V,2280001,2290000,2284743,191,0.0005,2
V,2290001,2300000,2294723,188,0.0045,2
V,2330001,2340000,2337886,195,0.0005,2
V,2650001,2660000,2652855,162,0.0007,2
V,2720001,2730000,2727379,168,0.0,2
V,2730001,2740000,2733392,294,0.0,2
V,2790001,2800000,2794117,727,0.0005,2
V,2810001,2820000,2814335,175,0.035,2
V,2850001,2860000,2855727,387,0.0002,2
V,2860001,2870000,2868479,170,0.0025,2
V,2880001,2890000,2885478,183,0.0,2
V,2970001,2980000,2973233,168,0.0053,2
V,3020001,3030000,3029135,162,0.0033,2
V,3030001,3040000,3033048,250,0.0004,2
V,3080001,3090000,3085328,203,0.0292,2
V,3110001,3120000,3115722,488,0.0015,2
V,3120001,3130000,3125877,206,0.0022,2
V,3130001,3140000,3135128,247,0.0019,2
V,3150001,3160000,3158297,217,0.0023,2
V,3240001,3250000,3245352,193,0.0227,2
V,3470001,3480000,3473791,263,0.0006,2
V,3500001,3510000,3504942,264,0.0065,2
V,3520001,3530000,3527379,234,0.002,2
V,3540001,3550000,3545016,190,0.0049,2
V,3550001,3560000,3555369,169,0.0009,2
V,3580001,3590000,3584794,380,0.0,2
V,3590001,3600000,3598018,236,0.0044,2
V,3670001,3680000,3675356,164,0.0007,2
V,3760001,3770000,3764902,245,0.0025,2
V,3800001,3810000,3805238,435,0.0076,2
V,3880001,3890000,3887528,291,0.0026,2
V,3890001,3900000,3894165,274,0.0052,2
V,3900001,3910000,3901379,184,0.0012,2
V,3930001,3940000,3934432,299,0.0245,2
V,3940001,3950000,3945243,161,0.0,2
V,3950001,3960000,3956293,311,0.0268,2
V,3960001,3970000,3965520,478,0.0095,2
V,3970001,3980000,3974633,181,0.0019,2
V,4020001,4030000,4024814,205,0.0073,2
V,4040001,4050000,4048095,241,0.0,2
V,4100001,4110000,4104819,251,0.0018,2
V,4130001,4140000,4135246,258,0.0187,2
V,4160001,4170000,4164548,415,0.0171,2
V,4170001,4180000,4175117,343,0.0005,2
V,4180001,4190000,4182860,248,0.0,2
V,4290001,4300000,4295799,311,0.0089,2
V,4320001,4330000,4323723,190,0.0025,2
V,4350001,4360000,4352380,264,0.0064,2
V,4370001,4380000,4374201,168,0.0,2
V,4540001,4550000,4544478,341,0.0047,2
V,4560001,4570000,4566106,178,0.0005,2
V,4570001,4580000,4576920,247,0.001,2
V,4600001,4610000,4606249,191,0.0,2
V,4620001,4630000,4623003,178,0.0005,2
V,4740001,4750000,4745317,356,0.0,2
V,4800001,4810000,4803391,165,0.002,2
V,4820001,4830000,4825584,227,0.0014,2
V,4830001,4840000,4832860,308,0.0018,2
V,4880001,4890000,4884190,241,0.0003,2
V,4890001,4900000,4895109,492,0.0014,2
V,4900001,4910000,4905716,352,0.0013,2
V,4920001,4930000,4929295,178,0.0061,2
V,4950001,4960000,4956640,289,0.0002,2
V,4970001,4980000,4975782,314,0.002,2
V,4990001,5000000,4996794,249,0.001,2
V,5020001,5030000,5025159,173,0.0,2
V,5050001,5060000,5052640,412,0.0002,2
V,5100001,5110000,5106569,333,0.0007,2
V,5110001,5120000,5114950,285,0.0,2
V,5120001,5130000,5125674,366,0.0004,2
V,5130001,5140000,5136226,368,0.0015,2
V,5150001,5160000,5156215,169,0.0014,2
V,5230001,5240000,5234701,499,0.0018,2
V,5250001,5260000,5257873,184,0.0028,2
V,5260001,5270000,5266240,170,0.0,2
V,5300001,5310000,5307196,217,0.0012,2
V,5320001,5330000,5324220,161,0.0012,2
V,5330001,5340000,5335544,417,0.0008,2
V,5350001,5360000,5355079,212,0.0,2
V,5460001,5470000,5464407,206,0.0,2
V,5480001,5490000,5483637,330,0.0013,2
V,5490001,5500000,5495636,439,0.0002,2
V,5500001,5510000,5505661,328,0.0005,2
V,5510001,5520000,5513799,277,0.0003,2
V,5520001,5530000,5527435,165,0.0,2
V,5540001,5550000,5546277,398,0.0002,2
V,5590001,5600000,5594904,378,0.0,2
V,5620001,5630000,5627492,297,0.0034,2
V,5650001,5660000,5657672,291,0.0022,2
V,5660001,5670000,5661640,226,0.0,2
V,5680001,5690000,5684516,267,0.0021,2
V,5710001,5720000,5716950,176,0.0,2
V,5750001,5760000,5753054,193,0.0043,2
V,5770001,5780000,5774667,204,0.0004,2
V,5780001,5790000,5786320,261,0.0012,2
V,5790001,5800000,5793726,160,0.0,2
V,5820001,5830000,5828679,459,0.0003,2
V,5830001,5840000,5833859,316,0.0005,2
V,5840001,5850000,5841773,310,0.0,2
V,5870001,5880000,5873555,337,0.001,2
V,5900001,5910000,5906039,238,0.0004,2
V,5910001,5920000,5916021,396,0.0011,2
V,5940001,5950000,5942848,335,0.0,2
V,5950001,5960000,5952937,241,0.0003,2
V,5970001,5980000,5977192,183,0.0005,2
V,5980001,5990000,5985716,364,0.0002,2
V,6010001,6020000,6016240,277,0.0,2
V,6020001,6030000,6025011,170,0.0,2
V,6060001,6070000,6067624,251,0.0015,2
V,6090001,6100000,6097207,210,0.0004,2
V,6100001,6110000,6108890,254,0.0,2
V,6120001,6130000,6125835,214,0.0,2
V,6140001,6150000,6147292,598,0.0003,2
V,6150001,6160000,6155610,323,0.0014,2
V,6180001,6190000,6185792,263,0.0003,2
V,6190001,6200000,6196815,301,0.0,2
V,6200001,6210000,6203348,366,0.0,2
V,6210001,6220000,6216823,162,0.0023,2
V,6250001,6260000,6253089,200,0.0,2
V,6280001,6290000,6283561,479,0.001,2
V,6360001,6370000,6362599,207,0.0048,2
V,6390001,6400000,6395250,228,0.0092,2
V,6400001,6410000,6403693,183,0.0057,2
V,6430001,6440000,6433974,345,0.0011,2
V,6440001,6450000,6442872,212,0.0007,2
V,6450001,6460000,6453983,210,0.0,2
V,6490001,6500000,6495823,164,0.0,2
V,6510001,6520000,6513997,195,0.0,2
V,6530001,6540000,6535736,429,0.0,2
V,6550001,6560000,6553500,276,0.0003,2
V,6560001,6570000,6565307,205,0.0011,2
V,6590001,6600000,6596413,186,0.0,2
V,6600001,6610000,6605034,434,0.0002,2
V,6610001,6620000,6613632,255,0.0011,2
V,6620001,6630000,6623949,199,0.0021,2
V,6650001,6660000,6653277,269,0.0003,2
V,6660001,6670000,6663625,176,0.0,2
V,6670001,6680000,6674782,601,0.0004,2
V,6700001,6710000,6704956,335,0.0013,2
V,6760001,6770000,6763033,265,0.0,2
V,6770001,6780000,6772797,311,0.0008,2
V,6780001,6790000,6786322,260,0.0,2
V,6800001,6810000,6804155,221,0.0026,2
V,6830001,6840000,6835338,268,0.0016,2
V,6850001,6860000,6853594,196,0.0004,2
V,6900001,6910000,6905195,581,0.0,2
V,6910001,6920000,6913823,266,0.0016,2
V,6920001,6930000,6921956,397,0.0,2
V,6930001,6940000,6933777,165,0.0,2
V,6960001,6970000,6967042,409,0.0006,2
V,6970001,6980000,6976876,188,0.0,2
V,6980001,6990000,6983420,191,0.0,2
V,7000001,7010000,7005640,230,0.0,2
V,7010001,7020000,7015002,359,0.0005,2
V,7020001,7030000,7024931,161,0.0,2
V,7030001,7040000,7032890,328,0.0005,2
V,7050001,7060000,7056343,214,0.0,2
V,7060001,7070000,7062145,265,0.0009,2
V,7070001,7080000,7078064,403,0.0003,2
V,7080001,7090000,7082994,433,0.001,2
V,7120001,7130000,7127075,361,0.0016,2
V,7130001,7140000,7136736,178,0.0,2
V,7140001,7150000,7145388,395,0.0008,2
V,7150001,7160000,7156036,204,0.0007,2
V,7160001,7170000,7162393,257,0.0016,2
V,7190001,7200000,7195637,160,0.0007,2
V,7200001,7210000,7204770,347,0.0,2
V,7210001,7220000,7212933,338,0.0,2
V,7220001,7230000,7226359,435,0.0006,2
V,7230001,7240000,7234290,659,0.0009,2
V,7270001,7280000,7274840,597,0.0006,2
V,7290001,7300000,7292494,470,0.0,2
V,7300001,7310000,7303221,434,0.0014,2
V,7310001,7320000,7315506,291,0.0034,2
V,7330001,7340000,7336498,257,0.0076,2
V,7380001,7390000,7386880,314,0.0,2
V,7390001,7400000,7392592,197,0.0,2
V,7410001,7420000,7412445,228,0.0004,2
V,7420001,7430000,7424846,309,0.0027,2
V,7430001,7440000,7436776,322,0.0,2
V,7440001,7450000,7445072,453,0.0009,2
V,7450001,7460000,7452285,187,0.0,2
V,7460001,7470000,7468739,285,0.0003,2
V,7520001,7530000,7525567,191,0.0,2
V,7530001,7540000,7532660,222,0.0019,2
V,7560001,7570000,7564692,186,0.0,2
V,7570001,7580000,7575424,551,0.0006,2
V,7580001,7590000,7586454,393,0.0002,2
V,7590001,7600000,7596050,399,0.0203,2
V,7600001,7610000,7606058,216,0.0261,2
V,7640001,7650000,7646166,207,0.0145,2
V,7680001,7690000,7687596,374,0.0016,2
V,7700001,7710000,7705419,346,0.0,2
V,7710001,7720000,7713794,272,0.0006,2
V,7730001,7740000,7735768,211,0.0004,2
V,7800001,7810000,7808158,214,0.0,2
V,7830001,7840000,7830524,166,0.0005,2
V,7850001,7860000,7857481,245,0.0,2
V,7860001,7870000,7866448,216,0.0008,2
V,7890001,7900000,7897678,272,0.0003,2
V,7980001,7990000,7984819,278,0.0003,2
V,8020001,8030000,8024905,287,0.0012,2
V,8030001,8040000,8033701,363,0.0002,2
V,8070001,8080000,8072136,161,0.0,2
V,8090001,8100000,8093914,371,0.0002,2
V,8100001,8110000,8103341,181,0.0,2
V,8110001,8120000,8114024,523,0.0003,2
V,8180001,8190000,8184888,365,0.0004,2
V,8190001,8200000,8194434,344,0.0,2
V,8200001,8210000,8206272,259,0.0003,2
V,8220001,8230000,8224086,234,0.0,2
V,8230001,8240000,8235761,313,0.0,2
V,8270001,8280000,8276546,372,0.0002,2
V,8300001,8310000,8303434,464,0.0006,2
V,8370001,8380000,8377046,168,0.0015,2
V,8380001,8390000,8387830,179,0.0005,2
V,8390001,8400000,8393241,285,0.0,2
V,8410001,8420000,8413650,417,0.0002,2
V,8460001,8470000,8464736,481,0.0002,2
V,8510001,8520000,8516339,480,0.0,2
V,8530001,8540000,8535191,356,0.0002,2
V,8560001,8570000,8566511,408,0.0002,2
V,8570001,8580000,8573690,554,0.0003,2
V,8580001,8590000,8582494,261,0.0,2
V,8590001,8600000,8596057,182,0.0,2
V,8630001,8640000,8635604,431,0.0,2
V,8680001,8690000,8685299,195,0.0,2
V,8700001,8710000,8701635,573,0.0062,2
V,8710001,8720000,8717685,195,0.0004,2
V,8720001,8730000,8726464,418,0.0013,2
V,8730001,8740000,8734005,441,0.0,2
V,8750001,8760000,8756001,287,0.0008,2
V,8770001,8780000,8775580,337,0.0025,2
V,8790001,8800000,8792547,210,0.0,2
V,8800001,8810000,8807675,205,0.0008,2
V,8900001,8910000,8904126,424,0.0005,2
V,8950001,8960000,8959575,165,0.0,2
V,8960001,8970000,8961480,313,0.0109,2
V,8970001,8980000,8977001,245,0.0071,2
V,8990001,9000000,8993972,165,0.0032,2
V,9000001,9010000,9004782,191,0.0,2
V,9010001,9020000,9018824,213,0.0,2
V,9030001,9040000,9035285,487,0.0002,2
V,9040001,9050000,9044246,417,0.0004,2
V,9070001,9080000,9072129,296,0.0,2
V,9090001,9100000,9095585,317,0.001,2
V,9110001,9120000,9116396,498,0.0006,2
V,9120001,9130000,9125330,166,0.0,2
V,9130001,9140000,9137690,188,0.0,2
V,9170001,9180000,9176213,602,0.0004,2
V,9210001,9220000,9213753,430,0.0004,2
V,9240001,9250000,9244682,327,0.0017,2
V,9250001,9260000,9254564,392,0.0006,2
V,9300001,9310000,9308222,208,0.002,2
V,9320001,9330000,9325090,351,0.0,2
V,9330001,9340000,9334316,508,0.0,2
V,9340001,9350000,9347003,293,0.0,2
V,9350001,9360000,9353811,345,0.0002,2
V,9370001,9380000,9373259,314,0.0013,2
V,9390001,9400000,9399108,233,0.0,2
V,9400001,9410000,9402773,240,0.0,2
V,9440001,9450000,9448017,294,0.0013,2
V,9490001,9500000,9498364,254,0.0,2
V,9530001,9540000,9534456,752,0.0,2
V,9540001,9550000,9543494,434,0.0,2
V,9630001,9640000,9636920,267,0.0,2
V,9640001,9650000,9643748,843,0.0003,2
V,9660001,9670000,9666019,168,0.0009,2
V,9680001,9690000,9682600,161,0.0,2
V,9720001,9730000,9724932,500,0.0002,2
V,9740001,9750000,9742931,237,0.0013,2
V,9770001,9780000,9777626,233,0.0,2
V,9780001,9790000,9784470,502,0.0005,2
V,9790001,9800000,9795075,194,0.0008,2
V,9800001,9810000,9804989,341,0.0002,2
V,9830001,9840000,9834701,281,0.0,2
V,9950001,9960000,9957065,294,0.0,2
